"기업체수","행정구역시도코드","산업대분류코드","산업중분류코드","산업소분류코드","산업세분류코드","산업세세분류코드","운수업_산업분류코드","운수업_업종구분코드","자본금","종사자수_조사_총소계","매출총액"
*,11,*,49,1,0,1,*****,*,******,***,******
1,11,H,49,2,1,1,49211,3,1030,140,14045
1,11,H,49,2,1,1,49211,3,23275823,16577,1768374
1,11,H,49,2,1,1,49211,3,74640,703,89803
1,11,H,49,2,1,2,49212,4,,14,742
1,11,H,49,2,1,2,49212,4,,25,1917
1,11,H,49,2,1,2,49212,4,,27,1547
1,11,H,49,2,1,2,49212,4,,9,386
1,11,H,49,2,1,2,49212,4,100,1,0
1,11,H,49,2,1,2,49212,4,100,11,835
1,11,H,49,2,1,2,49212,4,100,15,1335
1,11,H,49,2,1,2,49212,4,100,18,1247
1,11,H,49,2,1,2,49212,4,100,18,1392
1,11,H,49,2,1,2,49212,4,100,21,1494
1,11,H,49,2,1,2,49212,4,100,22,1229
1,11,H,49,2,1,2,49212,4,100,23,2144
1,11,H,49,2,1,2,49212,4,100,24,1583
1,11,H,49,2,1,2,49212,4,100,24,2655
1,11,H,49,2,1,2,49212,4,100,25,1392
1,11,H,49,2,1,2,49212,4,100,26,2081
1,11,H,49,2,1,2,49212,4,100,36,2386
1,11,H,49,2,1,2,49212,4,100,54,4196
1,11,H,49,2,1,2,49212,4,10060,995,103412
1,11,H,49,2,1,2,49212,4,101,18,1129
1,11,H,49,2,1,2,49212,4,102,135,12036
1,11,H,49,2,1,2,49212,4,1025,184,16356
1,11,H,49,2,1,2,49212,4,110,18,1256
1,11,H,49,2,1,2,49212,4,1100,320,30645
1,11,H,49,2,1,2,49212,4,113,117,9412
1,11,H,49,2,1,2,49212,4,1135,75,6472
1,11,H,49,2,1,2,49212,4,114,22,1287
1,11,H,49,2,1,2,49212,4,1149,248,22448
1,11,H,49,2,1,2,49212,4,120,26,2000
1,11,H,49,2,1,2,49212,4,1252,217,19574
1,11,H,49,2,1,2,49212,4,1322,270,25626
1,11,H,49,2,1,2,49212,4,1350,365,38366
1,11,H,49,2,1,2,49212,4,138,205,21934
1,11,H,49,2,1,2,49212,4,140,238,22697
1,11,H,49,2,1,2,49212,4,150,22,1565
1,11,H,49,2,1,2,49212,4,150,31,2311
1,11,H,49,2,1,2,49212,4,150,49,3419
1,11,H,49,2,1,2,49212,4,1500,350,31065
1,11,H,49,2,1,2,49212,4,1500,368,32350
1,11,H,49,2,1,2,49212,4,1525,140,12554
1,11,H,49,2,1,2,49212,4,1530,532,45889
1,11,H,49,2,1,2,49212,4,160,19,1235
1,11,H,49,2,1,2,49212,4,1628,316,28756
1,11,H,49,2,1,2,49212,4,1688,568,51639
1,11,H,49,2,1,2,49212,4,1750,233,22372
1,11,H,49,2,1,2,49212,4,200,15,1119
1,11,H,49,2,1,2,49212,4,200,16,1031
1,11,H,49,2,1,2,49212,4,200,22,1463
1,11,H,49,2,1,2,49212,4,200,22,1659
1,11,H,49,2,1,2,49212,4,200,24,1363
1,11,H,49,2,1,2,49212,4,200,455,42367
1,11,H,49,2,1,2,49212,4,200,61,4718
1,11,H,49,2,1,2,49212,4,210,287,26930
1,11,H,49,2,1,2,49212,4,2100,289,24850
1,11,H,49,2,1,2,49212,4,2160,350,31463
1,11,H,49,2,1,2,49212,4,2225,377,36320
1,11,H,49,2,1,2,49212,4,2309,547,41414
1,11,H,49,2,1,2,49212,4,2340,535,50074
1,11,H,49,2,1,2,49212,4,243,206,19248
1,11,H,49,2,1,2,49212,4,250,12,947
1,11,H,49,2,1,2,49212,4,250,18,1018
1,11,H,49,2,1,2,49212,4,250,19,780
1,11,H,49,2,1,2,49212,4,2500,1242,106721
1,11,H,49,2,1,2,49212,4,2500,328,28487
1,11,H,49,2,1,2,49212,4,2574,434,38258
1,11,H,49,2,1,2,49212,4,259,12,1445
1,11,H,49,2,1,2,49212,4,260,215,19001
1,11,H,49,2,1,2,49212,4,2600,401,35346
1,11,H,49,2,1,2,49212,4,267,166,15337
1,11,H,49,2,1,2,49212,4,278,290,28776
1,11,H,49,2,1,2,49212,4,290,231,22281
1,11,H,49,2,1,2,49212,4,2919,624,54410
1,11,H,49,2,1,2,49212,4,2950,345,31094
1,11,H,49,2,1,2,49212,4,300,140,11529
1,11,H,49,2,1,2,49212,4,300,20,1497
1,11,H,49,2,1,2,49212,4,300,7,664
1,11,H,49,2,1,2,49212,4,3000,124,10065
1,11,H,49,2,1,2,49212,4,3000,455,33592
1,11,H,49,2,1,2,49212,4,3063,331,30419
1,11,H,49,2,1,2,49212,4,307,561,55291
1,11,H,49,2,1,2,49212,4,313,490,46542
1,11,H,49,2,1,2,49212,4,335,23,1242
1,11,H,49,2,1,2,49212,4,343,207,19733
1,11,H,49,2,1,2,49212,4,3549,669,55573
1,11,H,49,2,1,2,49212,4,367,211,19849
1,11,H,49,2,1,2,49212,4,40,14,931
1,11,H,49,2,1,2,49212,4,400,43,3372
1,11,H,49,2,1,2,49212,4,425,238,21235
1,11,H,49,2,1,2,49212,4,4268,513,46316
1,11,H,49,2,1,2,49212,4,450,292,24569
1,11,H,49,2,1,2,49212,4,460,292,37334
1,11,H,49,2,1,2,49212,4,470,26,1508
1,11,H,49,2,1,2,49212,4,4780,347,32579
1,11,H,49,2,1,2,49212,4,4959,443,41257
1,11,H,49,2,1,2,49212,4,50,10,724
1,11,H,49,2,1,2,49212,4,50,11,1228
1,11,H,49,2,1,2,49212,4,50,11,1424
1,11,H,49,2,1,2,49212,4,50,11,938
1,11,H,49,2,1,2,49212,4,50,12,1052
1,11,H,49,2,1,2,49212,4,50,13,989
1,11,H,49,2,1,2,49212,4,50,14,1047
1,11,H,49,2,1,2,49212,4,50,14,905
1,11,H,49,2,1,2,49212,4,50,15,1250
1,11,H,49,2,1,2,49212,4,50,16,1505
1,11,H,49,2,1,2,49212,4,50,16,916
1,11,H,49,2,1,2,49212,4,50,17,1038
1,11,H,49,2,1,2,49212,4,50,17,1059
1,11,H,49,2,1,2,49212,4,50,17,1077
1,11,H,49,2,1,2,49212,4,50,17,1312
1,11,H,49,2,1,2,49212,4,50,17,1529
1,11,H,49,2,1,2,49212,4,50,17,1855
1,11,H,49,2,1,2,49212,4,50,17,979
1,11,H,49,2,1,2,49212,4,50,17,986
1,11,H,49,2,1,2,49212,4,50,18,1080
1,11,H,49,2,1,2,49212,4,50,18,1081
1,11,H,49,2,1,2,49212,4,50,18,1218
1,11,H,49,2,1,2,49212,4,50,18,1290
1,11,H,49,2,1,2,49212,4,50,18,1734
1,11,H,49,2,1,2,49212,4,50,18,1983
1,11,H,49,2,1,2,49212,4,50,18,2149
1,11,H,49,2,1,2,49212,4,50,18,740
1,11,H,49,2,1,2,49212,4,50,18,989
1,11,H,49,2,1,2,49212,4,50,19,1186
1,11,H,49,2,1,2,49212,4,50,19,1487
1,11,H,49,2,1,2,49212,4,50,19,1533
1,11,H,49,2,1,2,49212,4,50,19,386
1,11,H,49,2,1,2,49212,4,50,19,884
1,11,H,49,2,1,2,49212,4,50,20,1235
1,11,H,49,2,1,2,49212,4,50,20,1255
1,11,H,49,2,1,2,49212,4,50,20,1366
1,11,H,49,2,1,2,49212,4,50,20,1415
1,11,H,49,2,1,2,49212,4,50,20,1585
1,11,H,49,2,1,2,49212,4,50,20,1791
1,11,H,49,2,1,2,49212,4,50,20,957
1,11,H,49,2,1,2,49212,4,50,21,1107
1,11,H,49,2,1,2,49212,4,50,21,1199
1,11,H,49,2,1,2,49212,4,50,21,1394
1,11,H,49,2,1,2,49212,4,50,21,1483
1,11,H,49,2,1,2,49212,4,50,21,1672
1,11,H,49,2,1,2,49212,4,50,21,1760
1,11,H,49,2,1,2,49212,4,50,21,1781
1,11,H,49,2,1,2,49212,4,50,22,1299
1,11,H,49,2,1,2,49212,4,50,22,1330
1,11,H,49,2,1,2,49212,4,50,22,1384
1,11,H,49,2,1,2,49212,4,50,22,2493
1,11,H,49,2,1,2,49212,4,50,23,1336
1,11,H,49,2,1,2,49212,4,50,23,1608
1,11,H,49,2,1,2,49212,4,50,23,1638
1,11,H,49,2,1,2,49212,4,50,23,1731
1,11,H,49,2,1,2,49212,4,50,23,1742
1,11,H,49,2,1,2,49212,4,50,24,1588
1,11,H,49,2,1,2,49212,4,50,24,1704
1,11,H,49,2,1,2,49212,4,50,24,1775
1,11,H,49,2,1,2,49212,4,50,24,2564
1,11,H,49,2,1,2,49212,4,50,26,1557
1,11,H,49,2,1,2,49212,4,50,26,1754
1,11,H,49,2,1,2,49212,4,50,26,2059
1,11,H,49,2,1,2,49212,4,50,27,1825
1,11,H,49,2,1,2,49212,4,50,27,2067
1,11,H,49,2,1,2,49212,4,50,28,1504
1,11,H,49,2,1,2,49212,4,50,28,1777
1,11,H,49,2,1,2,49212,4,50,28,1945
1,11,H,49,2,1,2,49212,4,50,28,2478
1,11,H,49,2,1,2,49212,4,50,29,2041
1,11,H,49,2,1,2,49212,4,50,29,2173
1,11,H,49,2,1,2,49212,4,50,29,2302
1,11,H,49,2,1,2,49212,4,50,3,1255
1,11,H,49,2,1,2,49212,4,50,31,1938
1,11,H,49,2,1,2,49212,4,50,36,3597
1,11,H,49,2,1,2,49212,4,50,37,3600
1,11,H,49,2,1,2,49212,4,50,37,4017
1,11,H,49,2,1,2,49212,4,50,38,2276
1,11,H,49,2,1,2,49212,4,50,38,4097
1,11,H,49,2,1,2,49212,4,50,39,2580
1,11,H,49,2,1,2,49212,4,50,39,2869
1,11,H,49,2,1,2,49212,4,50,40,2685
1,11,H,49,2,1,2,49212,4,50,40,2809
1,11,H,49,2,1,2,49212,4,50,41,2894
1,11,H,49,2,1,2,49212,4,50,7,894
1,11,H,49,2,1,2,49212,4,50,9,729
1,11,H,49,2,1,2,49212,4,500,287,21473
1,11,H,49,2,1,2,49212,4,500,57,4654
1,11,H,49,2,1,2,49212,4,55,162,14837
1,11,H,49,2,1,2,49212,4,60,17,1006
1,11,H,49,2,1,2,49212,4,600,16,1346
1,11,H,49,2,1,2,49212,4,600,38,2658
1,11,H,49,2,1,2,49212,4,6000,282,27992
1,11,H,49,2,1,2,49212,4,627,314,28569
1,11,H,49,2,1,2,49212,4,65,42,2291
1,11,H,49,2,1,2,49212,4,659,851,71014
1,11,H,49,2,1,2,49212,4,706,211,18985
1,11,H,49,2,1,2,49212,4,773,314,30221
1,11,H,49,2,1,2,49212,4,80,15,1262
1,11,H,49,2,1,2,49212,4,840,10,1104
1,11,H,49,2,1,2,49212,4,950,12,831
1,11,H,49,2,1,2,49212,4,950,467,47992
1,11,H,49,2,1,2,49212,4,957,228,22243
1,11,H,49,2,1,2,49212,4,997,345,30142
1,11,H,49,2,1,2,49212,4,999,225,21926
1,11,H,49,2,1,9,49219,5,,1,127
1,11,H,49,2,1,9,49219,5,,12,561
1,11,H,49,2,1,9,49219,5,,5,300
1,11,H,49,2,1,9,49219,5,1093,213,3345
1,11,H,49,2,1,9,49219,5,200,11,1641
1,11,H,49,2,1,9,49219,5,2000,108,6895
1,11,H,49,2,1,9,49219,5,410,523,7734
1,11,H,49,2,1,9,49219,5,50,55,2361
1,11,H,49,2,2,0,49220,6,10060,706,67700
1,11,H,49,2,2,0,49220,6,1638,200,22806
1,11,H,49,2,2,0,49220,6,16959,640,104226
1,11,H,49,2,2,0,49220,6,2500,830,68231
1,11,H,49,2,2,0,49220,6,2888,249,43353
1,11,H,49,2,2,0,49220,6,650,1475,207202
1,11,H,49,2,3,1,49231,7,150,214,11977
1,11,H,49,2,3,2,49232,8,1250,79,9881
1,11,H,49,2,3,2,49232,8,1261,89,9062
1,11,H,49,2,3,2,49232,8,2245,114,38525
1,11,H,49,2,3,2,49232,8,3000,55,16797
1,11,H,49,2,3,2,49232,8,400,44,13894
1,11,H,49,2,3,2,49232,8,650,51,72290
1,11,H,49,2,3,2,49232,8,706,76,8246
1,11,H,49,2,3,2,49232,8,900,125,14347
1,11,H,49,2,3,2,49232,8,900,91,12231
1,11,H,49,2,3,3,49233,9,,1,110
1,11,H,49,2,3,3,49233,9,,1,14
1,11,H,49,2,3,3,49233,9,,1,163
1,11,H,49,2,3,3,49233,9,,1,170
1,11,H,49,2,3,3,49233,9,,1,20
1,11,H,49,2,3,3,49233,9,,1,5
1,11,H,49,2,3,3,49233,9,,1,60
1,11,H,49,2,3,3,49233,9,,1,70
1,11,H,49,2,3,3,49233,9,,17,1000
1,11,H,49,2,3,3,49233,9,,2,100
1,11,H,49,2,3,3,49233,9,,2,1038
1,11,H,49,2,3,3,49233,9,,2,129
1,11,H,49,2,3,3,49233,9,,2,152
1,11,H,49,2,3,3,49233,9,,2,163
1,11,H,49,2,3,3,49233,9,,2,20
1,11,H,49,2,3,3,49233,9,,2,40
1,11,H,49,2,3,3,49233,9,,2,48
1,11,H,49,2,3,3,49233,9,,2,54
1,11,H,49,2,3,3,49233,9,,2,70
1,11,H,49,2,3,3,49233,9,,3,209
1,11,H,49,2,3,3,49233,9,,3,238
1,11,H,49,2,3,3,49233,9,,5,308
1,11,H,49,2,3,3,49233,9,,5,400
1,11,H,49,2,3,3,49233,9,,6,262
1,11,H,49,2,3,3,49233,9,,7,860
1,11,H,49,2,3,3,49233,9,,7,914
1,11,H,49,2,3,3,49233,9,10,8,722
1,11,H,49,2,3,3,49233,9,100,3,330
1,11,H,49,2,3,3,49233,9,100,3,341
1,11,H,49,2,3,3,49233,9,100,5,792
1,11,H,49,2,3,3,49233,9,100,7,773
1,11,H,49,2,3,3,49233,9,1500,49,17478
1,11,H,49,2,3,3,49233,9,20,6,1184
1,11,H,49,2,3,3,49233,9,30,12,1503
1,11,H,49,2,3,3,49233,9,30,12,2110
1,11,H,49,2,3,3,49233,9,30,9,648
1,11,H,49,2,3,3,49233,9,300,8,885
1,11,H,49,2,3,3,49233,9,5,3,214
1,11,H,49,2,3,3,49233,9,50,1,111
1,11,H,49,2,3,3,49233,9,50,1,84
1,11,H,49,2,3,3,49233,9,50,14,1383
1,11,H,49,2,3,3,49233,9,50,15,1398
1,11,H,49,2,3,3,49233,9,50,19,2018
1,11,H,49,2,3,3,49233,9,50,2,37
1,11,H,49,2,3,3,49233,9,50,3,133
1,11,H,49,2,3,3,49233,9,50,4,120
1,11,H,49,2,3,3,49233,9,50,4,644
1,11,H,49,2,3,3,49233,9,77,5,538
1,11,H,49,2,3,9,49239,10,,1,125
1,11,H,49,2,3,9,49239,10,,1,20
1,11,H,49,2,3,9,49239,10,,1,34
1,11,H,49,2,3,9,49239,10,,1,4
1,11,H,49,2,3,9,49239,10,,3,72
1,11,H,49,2,3,9,49239,10,100,9,597
1,11,H,49,2,3,9,49239,10,200,62,12462
1,11,H,49,2,3,9,49239,10,61,17,131
1,11,H,49,3,0,1,49301,11,114062,2592,1170289
1,11,H,49,3,0,1,49301,11,11499,468,387347
1,11,H,49,3,0,1,49301,11,14341,315,645267
1,11,H,49,3,0,1,49301,11,15000,411,334886
1,11,H,49,3,0,1,49301,11,15639,404,92229
1,11,H,49,3,0,1,49301,11,1700,94,116405
1,11,H,49,3,0,1,49301,11,18750,958,1773500
1,11,H,49,3,0,1,49301,11,2000,424,350876
1,11,H,49,3,0,1,49301,11,24101,421,222153
1,11,H,49,3,0,1,49301,11,27200,1454,830533
1,11,H,49,3,0,1,49301,11,3000,246,92995
1,11,H,49,3,0,1,49301,11,32276,770,255269
1,11,H,49,3,0,1,49301,11,3826,283,125196
1,11,H,49,3,0,1,49301,11,4036,373,212931
1,11,H,49,3,0,1,49301,11,52600,623,288551
1,11,H,49,3,0,1,49301,11,600,133,69455
1,11,H,49,3,0,1,49301,11,6000,429,253361
1,11,H,49,3,0,1,49301,11,6500,323,63859
1,11,H,49,3,0,1,49301,11,74738,1337,427044
1,11,H,49,3,0,2,49302,12,,11,648
1,11,H,49,3,0,2,49302,12,,16,713
1,11,H,49,3,0,2,49302,12,,2,100
1,11,H,49,3,0,2,49302,12,,2,21
1,11,H,49,3,0,2,49302,12,,2,35
1,11,H,49,3,0,2,49302,12,,2,35
1,11,H,49,3,0,2,49302,12,,2,42
1,11,H,49,3,0,2,49302,12,,2,48
1,11,H,49,3,0,2,49302,12,,2,67
1,11,H,49,3,0,2,49302,12,,2,90
1,11,H,49,3,0,2,49302,12,,3,101
1,11,H,49,3,0,2,49302,12,,3,102
1,11,H,49,3,0,2,49302,12,,3,1041
1,11,H,49,3,0,2,49302,12,,3,140
1,11,H,49,3,0,2,49302,12,,3,19
1,11,H,49,3,0,2,49302,12,,3,40
1,11,H,49,3,0,2,49302,12,,3,60
1,11,H,49,3,0,2,49302,12,,3,79
1,11,H,49,3,0,2,49302,12,,3,88
1,11,H,49,3,0,2,49302,12,,3,90
1,11,H,49,3,0,2,49302,12,,3,94
1,11,H,49,3,0,2,49302,12,,3,96
1,11,H,49,3,0,2,49302,12,,3,99
1,11,H,49,3,0,2,49302,12,,30,400
1,11,H,49,3,0,2,49302,12,,4,114
1,11,H,49,3,0,2,49302,12,,4,120
1,11,H,49,3,0,2,49302,12,,4,148
1,11,H,49,3,0,2,49302,12,,4,150
1,11,H,49,3,0,2,49302,12,,4,192
1,11,H,49,3,0,2,49302,12,,4,45
1,11,H,49,3,0,2,49302,12,,4,48
1,11,H,49,3,0,2,49302,12,,41,2457
1,11,H,49,3,0,2,49302,12,,5,118
1,11,H,49,3,0,2,49302,12,,6,105
1,11,H,49,3,0,2,49302,12,,6,108
1,11,H,49,3,0,2,49302,12,,6,278
1,11,H,49,3,0,2,49302,12,,7,314
1,11,H,49,3,0,2,49302,12,,7,338
1,11,H,49,3,0,2,49302,12,,7,373
1,11,H,49,3,0,2,49302,12,,7,633
1,11,H,49,3,0,2,49302,12,,7,900
1,11,H,49,3,0,2,49302,12,,8,701
1,11,H,49,3,0,2,49302,12,1,3,46
1,11,H,49,3,0,2,49302,12,10,10,722
1,11,H,49,3,0,2,49302,12,10,33,1400
1,11,H,49,3,0,2,49302,12,10,5,280
1,11,H,49,3,0,2,49302,12,100,11,474
1,11,H,49,3,0,2,49302,12,100,115,3048
1,11,H,49,3,0,2,49302,12,100,124,6025
1,11,H,49,3,0,2,49302,12,100,13,2780
1,11,H,49,3,0,2,49302,12,100,13,391
1,11,H,49,3,0,2,49302,12,100,23,1300
1,11,H,49,3,0,2,49302,12,100,24,127
1,11,H,49,3,0,2,49302,12,100,24,707
1,11,H,49,3,0,2,49302,12,100,25,366
1,11,H,49,3,0,2,49302,12,100,32,2312
1,11,H,49,3,0,2,49302,12,100,34,2160
1,11,H,49,3,0,2,49302,12,100,37,2890
1,11,H,49,3,0,2,49302,12,100,38,8128
1,11,H,49,3,0,2,49302,12,100,4,50
1,11,H,49,3,0,2,49302,12,100,5,225
1,11,H,49,3,0,2,49302,12,100,5,296
1,11,H,49,3,0,2,49302,12,100,5,524
1,11,H,49,3,0,2,49302,12,100,5,800
1,11,H,49,3,0,2,49302,12,100,7,6804
1,11,H,49,3,0,2,49302,12,100,71,3519
1,11,H,49,3,0,2,49302,12,100,8,313
1,11,H,49,3,0,2,49302,12,100,8,360
1,11,H,49,3,0,2,49302,12,100,8,84
1,11,H,49,3,0,2,49302,12,100,9,1091
1,11,H,49,3,0,2,49302,12,11,7,440
1,11,H,49,3,0,2,49302,12,20,1,269
1,11,H,49,3,0,2,49302,12,30,22,1312
1,11,H,49,3,0,2,49302,12,30,4,272
1,11,H,49,3,0,2,49302,12,4,2,161
1,11,H,49,3,0,2,49302,12,5,11,1267
1,11,H,49,3,0,2,49302,12,50,16,1622
1,11,H,49,3,0,2,49302,12,500,15,1829
1,11,H,49,4,0,1,49401,14,10324,1157,543280
1,11,H,49,4,0,1,49401,14,1075,485,138214
1,11,H,49,4,0,1,49401,14,114062,27888,3875183
1,11,H,49,4,0,1,49401,14,1500,328,91435
1,11,H,49,4,0,1,49401,14,170860,17351,1343018
1,11,H,49,4,0,1,49401,14,300,90,15065
1,11,H,49,4,0,1,49401,14,3000,1548,813607
1,11,H,49,4,0,1,49401,14,500,272,202254
1,11,H,49,4,0,1,49401,14,500,294,36399
1,11,H,49,4,0,1,49401,14,6601,1879,768491
1,11,H,49,4,0,1,49401,14,7412,8950,693522
1,11,H,49,4,0,1,49401,14,74738,1844,1365718
1,11,H,49,4,0,2,49402,15,,1,3072
1,11,H,49,4,0,2,49402,15,10,7,32254
1,11,H,49,4,0,2,49402,15,100,35,4494
1,11,H,49,4,0,2,49402,15,100,35,5830
1,11,H,49,4,0,2,49402,15,29667,44457,1129675
1,11,H,49,4,0,2,49402,15,300,4,16152
1,11,H,49,4,0,2,49402,15,390,125,13067
1,11,H,49,4,0,2,49402,15,50,154,7251
1,11,H,49,4,0,2,49402,15,50,81,5496
1,11,H,49,4,0,2,49402,15,674,121,27390
1,11,H,49,4,0,2,49402,15,700,143,14979
*,11,*,50,1,1,1,*****,**,***,**,*
1,11,H,50,1,1,2,50112,18,,2,85
1,11,H,50,1,1,2,50112,18,,3,14075
1,11,H,50,1,1,2,50112,18,,7,3009
1,11,H,50,1,1,2,50112,18,,823,927503
1,11,H,50,1,1,2,50112,18,-2212,19,18287
1,11,H,50,1,1,2,50112,18,1000,10,65721
1,11,H,50,1,1,2,50112,18,1000,101,72647
1,11,H,50,1,1,2,50112,18,1000,11,101698
1,11,H,50,1,1,2,50112,18,1000,110,78451
1,11,H,50,1,1,2,50112,18,1000,16,205
1,11,H,50,1,1,2,50112,18,1000,20,285249
1,11,H,50,1,1,2,50112,18,1000,27,4769
1,11,H,50,1,1,2,50112,18,1000,3,40445
1,11,H,50,1,1,2,50112,18,1000,38,299009
1,11,H,50,1,1,2,50112,18,1000,4,9280
1,11,H,50,1,1,2,50112,18,1000,49,37758
1,11,H,50,1,1,2,50112,18,1000,6,28579
1,11,H,50,1,1,2,50112,18,1000,64,77614
1,11,H,50,1,1,2,50112,18,1000,67,42716
1,11,H,50,1,1,2,50112,18,1000,9,16408
1,11,H,50,1,1,2,50112,18,100000,392,333429
1,11,H,50,1,1,2,50112,18,10010,8,8534
1,11,H,50,1,1,2,50112,18,110000,185,2865427
1,11,H,50,1,1,2,50112,18,1102,70,42049
1,11,H,50,1,1,2,50112,18,11386,20,70822
1,11,H,50,1,1,2,50112,18,11500,1,16718
1,11,H,50,1,1,2,50112,18,11593,468,403836
1,11,H,50,1,1,2,50112,18,1200,119,52236
1,11,H,50,1,1,2,50112,18,1200,22,91586
1,11,H,50,1,1,2,50112,18,120212,352,146030
1,11,H,50,1,1,2,50112,18,1300,50,739357
1,11,H,50,1,1,2,50112,18,1340,40,34116
1,11,H,50,1,1,2,50112,18,1406,196,942552
1,11,H,50,1,1,2,50112,18,1486,101,394008
1,11,H,50,1,1,2,50112,18,150,3,436
1,11,H,50,1,1,2,50112,18,1500,16,65985
1,11,H,50,1,1,2,50112,18,1500,52,30053
1,11,H,50,1,1,2,50112,18,1500,8,11909
1,11,H,50,1,1,2,50112,18,15000,24,21575
1,11,H,50,1,1,2,50112,18,15247,150,344850
1,11,H,50,1,1,2,50112,18,159589,189,621426
1,11,H,50,1,1,2,50112,18,16810,10,14336
1,11,H,50,1,1,2,50112,18,1712,170,43160
1,11,H,50,1,1,2,50112,18,1800,107,143862
1,11,H,50,1,1,2,50112,18,1875,28,61311
1,11,H,50,1,1,2,50112,18,18750,389,4337740
1,11,H,50,1,1,2,50112,18,19588,23,24074
1,11,H,50,1,1,2,50112,18,2000,8,105026
1,11,H,50,1,1,2,50112,18,2000,8,55238
1,11,H,50,1,1,2,50112,18,2275,5,103239
1,11,H,50,1,1,2,50112,18,240500,369,1634724
1,11,H,50,1,1,2,50112,18,2445197,863,18429889
1,11,H,50,1,1,2,50112,18,2579,8,40142
1,11,H,50,1,1,2,50112,18,2622,116,212121
1,11,H,50,1,1,2,50112,18,2800,2,18312
1,11,H,50,1,1,2,50112,18,300,15,7237
1,11,H,50,1,1,2,50112,18,300,5,1777
1,11,H,50,1,1,2,50112,18,300,5,22927
1,11,H,50,1,1,2,50112,18,300,9,35145
1,11,H,50,1,1,2,50112,18,3198,158,325896
1,11,H,50,1,1,2,50112,18,3300,18,67136
1,11,H,50,1,1,2,50112,18,3596,27,217930
1,11,H,50,1,1,2,50112,18,3600,44,41271
1,11,H,50,1,1,2,50112,18,3640,458,3144365
1,11,H,50,1,1,2,50112,18,3650,139,521104
1,11,H,50,1,1,2,50112,18,3673,8,58087
1,11,H,50,1,1,2,50112,18,3685,184,85320
1,11,H,50,1,1,2,50112,18,456,44,21417
1,11,H,50,1,1,2,50112,18,460,17,6302
1,11,H,50,1,1,2,50112,18,4967,18,272100
1,11,H,50,1,1,2,50112,18,50,1,162
1,11,H,50,1,1,2,50112,18,50,2,14672
1,11,H,50,1,1,2,50112,18,500,109,50663
1,11,H,50,1,1,2,50112,18,500,111,351403
1,11,H,50,1,1,2,50112,18,500,21,141607
1,11,H,50,1,1,2,50112,18,500,236,349291
1,11,H,50,1,1,2,50112,18,500,30,754596
1,11,H,50,1,1,2,50112,18,500,4,8444
1,11,H,50,1,1,2,50112,18,5000,8,40791
1,11,H,50,1,1,2,50112,18,507,28,35996
1,11,H,50,1,1,2,50112,18,5074,2,0
1,11,H,50,1,1,2,50112,18,5100,230,327387
1,11,H,50,1,1,2,50112,18,5100,69,75308
1,11,H,50,1,1,2,50112,18,52632,894,1317688
1,11,H,50,1,1,2,50112,18,52639,571,321052
1,11,H,50,1,1,2,50112,18,5625,289,364096
1,11,H,50,1,1,2,50112,18,5850,13,25553
1,11,H,50,1,1,2,50112,18,6000,339,4861876
1,11,H,50,1,1,2,50112,18,621112,2090,5703978
1,11,H,50,1,1,2,50112,18,63104,405,398134
1,11,H,50,1,1,2,50112,18,700,8,33735
1,11,H,50,1,1,2,50112,18,74738,42,25088
1,11,H,50,1,1,2,50112,18,8100,2,4647
1,11,H,50,1,1,2,50112,18,9370,354,1398847
*,11,*,50,1,2,1,*****,**,****,***,*****
1,11,H,50,1,2,2,50122,20,,7,851
1,11,H,50,1,2,2,50122,20,100,53,14602
1,11,H,50,1,2,2,50122,20,1000,3,6187
1,11,H,50,1,2,2,50122,20,1002,13,12839
1,11,H,50,1,2,2,50122,20,11499,96,25023
1,11,H,50,1,2,2,50122,20,1340,43,54270
1,11,H,50,1,2,2,50122,20,1400,10,8836
1,11,H,50,1,2,2,50122,20,15247,5,19216
1,11,H,50,1,2,2,50122,20,1712,91,36752
1,11,H,50,1,2,2,50122,20,4556,105,25485
1,11,H,50,1,2,2,50122,20,456,14,6125
1,11,H,50,1,2,2,50122,20,460,20,8364
1,11,H,50,1,2,2,50122,20,52600,117,215379
1,11,H,50,1,2,2,50122,20,74738,39,8850
1,11,H,50,1,2,2,50122,20,750,21,6000
1,11,H,50,1,2,2,50122,20,900,3,6874
1,11,H,50,1,3,0,50130,21,,3,62
1,11,H,50,1,3,0,50130,21,100,18,4301
1,11,H,50,1,3,0,50130,21,2000,24,11078
1,11,H,50,1,3,0,50130,21,2100,45,12704
1,11,H,50,1,3,0,50130,21,4000,21,8579
1,11,H,50,1,3,0,50130,21,720,55,9895
1,11,H,50,2,0,1,50201,22,,3,310
1,11,H,50,2,0,1,50201,22,,6,1005
1,11,H,50,2,0,1,50201,22,11603,49,4103
1,11,H,51,1,0,0,51100,24,,17,42685
1,11,H,51,1,0,0,51100,24,,2,74
1,11,H,51,1,0,0,51100,24,,86,16323
1,11,H,51,1,0,0,51100,24,-1078831,32,115858
1,11,H,51,1,0,0,51100,24,-1954,1,2256
1,11,H,51,1,0,0,51100,24,-21384,5,43136
1,11,H,51,1,0,0,51100,24,-23615,6,29168
1,11,H,51,1,0,0,51100,24,-64588,43,128309
1,11,H,51,1,0,0,51100,24,-7901,37,114152
1,11,H,51,1,0,0,51100,24,-83327,2,2865
1,11,H,51,1,0,0,51100,24,0,12,3159
