"행정구역시도코드","자산총금액","종사자수_조사_총소계","산업대분류코드","주사업_산업중분류코드","주사업_산업소분류코드","주사업_산업세분류코드","주사업_산업세세분류코드"
11,7103,31,C,18,1,1,3
11,71091,25,C,10,7,5,9
11,7118,15,C,29,1,7,1
11,712,12,C,33,9,9,1
11,712,16,C,15,2,1,1
11,7134,24,C,30,3,9,3
11,7139,14,C,15,1,2,9
11,****,**,C,20,4,1,1
11,7162,14,C,27,2,1,9
11,7165,12,C,13,4,0,2
11,7167,25,C,28,9,0,3
11,717,25,C,14,1,1,1
11,7170,40,C,18,1,1,2
11,7172,17,C,20,4,2,3
11,7175,30,C,33,1,1,0
11,71759,70,C,28,4,2,2
11,7176,21,C,29,2,5,0
11,718,16,C,14,1,1,2
11,7183,13,C,18,1,1,3
11,7183,24,C,14,1,1,2
11,7186,10,C,13,2,2,1
11,7186,13,C,14,1,9,1
11,7186,28,C,14,1,9,2
11,7209,18,C,27,1,1,2
11,7211,13,C,33,9,9,3
11,7216,19,C,13,9,9,1
11,722,11,C,14,1,2,0
11,7223,22,C,13,2,2,2
11,7225,27,C,26,4,2,9
11,7232,38,C,33,4,0,1
11,72334,91,C,27,1,9,9
11,7244,20,C,27,1,9,2
11,725,10,C,14,1,9,1
11,72512,95,C,14,1,1,2
11,7252,12,C,13,2,1,1
11,72541,158,C,27,2,1,3
11,7258,28,C,33,4,0,1
11,72584,20,C,26,4,2,1
11,****,**,C,10,1,1,2
11,72615,73,C,25,9,3,4
11,7277,19,C,18,1,1,3
11,7282,11,C,21,2,2,0
11,7283,10,C,29,2,8,0
11,729,10,C,27,1,1,2
11,7292,57,C,28,9,0,1
11,7296,25,C,26,4,2,1
11,730,10,C,25,9,2,4
11,7307,14,C,25,1,1,3
11,731,10,C,14,1,1,2
11,7324,15,C,26,4,2,1
11,7327,11,C,26,4,2,1
11,7333,11,C,13,4,0,3
11,7336,29,C,26,2,2,4
11,7336,31,C,26,4,2,1
11,734,11,C,33,4,0,1
11,734,17,C,14,1,1,2
11,7350,30,C,10,7,1,1
11,736,10,C,18,1,1,9
11,7364,40,C,17,9,0,1
11,73668,63,C,10,7,9,7
11,7376,13,C,13,3,0,0
11,73826,154,C,14,1,2,0
11,73966,98,C,14,1,1,2
11,740,44,C,14,1,2,0
11,741,20,C,26,3,2,9
11,74183,73,C,26,2,2,3
11,7438,19,C,32,0,9,1
11,7444,62,C,26,4,1,0
11,7447,38,C,14,1,1,1
11,7462,10,C,14,1,9,1
11,7462,11,C,26,1,1,1
11,7471,29,C,27,1,9,9
11,7473,12,C,27,3,0,1
11,7484,25,C,26,4,2,1
11,749,20,C,14,1,9,2
11,7498,19,C,27,1,9,2
11,749982,114,C,23,3,2,2
11,750,21,C,26,2,2,4
11,751,8,C,28,3,0,3
11,7517,12,C,14,1,9,1
11,752,10,C,14,1,9,1
11,752,10,C,29,2,8,0
11,752165,58,C,26,3,2,2
11,753,12,C,33,9,3,2
11,753,15,C,10,7,9,1
11,7537,13,C,14,2,0,0
11,754,10,C,29,2,4,2
11,7547,16,C,14,1,2,0
11,7552,75,C,29,2,9,4
11,7556,29,C,26,4,1,0
11,7559,10,C,14,1,1,2
11,7574,24,C,15,1,2,9
11,7583,12,C,20,4,2,2
11,7592,10,C,27,1,9,9
11,760,10,C,33,9,1,0
11,7601,28,C,14,1,2,0
11,761,10,C,27,2,1,5
11,761,10,C,33,9,1,0
11,761,11,C,15,1,2,1
11,7616,10,C,14,1,1,2
11,7621,12,C,13,2,2,9
11,****,**,C,10,4,0,2
11,7644,11,C,26,5,2,9
11,7652,16,C,27,1,9,9
11,7654,13,C,27,1,9,9
11,7656,21,C,33,1,1,0
11,7674,25,C,29,1,8,0
11,7679,15,C,22,2,2,2
11,7681,19,C,18,1,1,3
11,7681,32,C,10,7,1,2
11,7687,23,C,14,1,1,1
11,7689,17,C,26,5,2,1
11,****,**,C,13,2,1,9
11,769,11,C,15,2,1,1
11,769,14,C,14,1,9,1
11,7690,29,C,26,1,2,9
11,7691,12,C,27,3,0,1
11,7696,24,C,29,1,3,2
11,7704,35,C,18,1,1,9
11,7710,15,C,26,1,2,9
11,7715,44,C,14,1,1,2
11,772,10,C,29,2,2,2
11,7720,25,C,14,1,9,2
11,7723,19,C,20,4,2,3
11,7748,59,C,14,1,9,4
11,7761,18,C,27,2,1,3
11,7761,20,C,26,4,2,1
11,7764,65,C,14,1,9,2
11,7765,19,C,27,2,1,3
11,7770,15,C,26,3,2,9
11,7776,22,C,18,1,2,1
11,7777,16,C,14,4,9,9
11,778,10,C,18,1,1,1
11,***,**,C,21,1,0,1
11,****,**,C,22,1,9,2
11,****,**,C,10,8,0,2
11,7786,12,C,26,5,2,9
11,7786,13,C,28,5,1,9
11,7788,27,C,14,1,9,2
11,7789,11,C,29,1,8,0
11,779,26,C,33,9,3,2
11,7802,30,C,27,1,9,2
11,781,10,C,33,1,1,0
11,7833,25,C,26,2,9,9
11,7839,21,C,29,2,9,9
11,7844,36,C,26,3,1,0
11,7845,26,C,15,2,1,9
11,787,14,C,14,4,9,9
11,787,19,C,27,1,9,2
11,7880,17,C,30,3,9,9
11,7883,22,C,29,2,7,1
11,7905,10,C,14,1,9,2
11,7915,10,C,27,1,9,9
11,7915,13,C,27,2,1,1
11,7918,10,C,14,1,2,0
11,7919,23,C,14,1,2,0
11,792,10,C,14,3,0,0
11,7922,18,C,20,4,2,3
11,7922,19,C,29,2,9,4
11,7940,14,C,27,1,9,2
11,7949,19,C,28,1,1,1
11,7957,17,C,33,9,3,2
11,796,27,C,18,1,2,1
11,7964,21,C,26,4,2,1
11,797,18,C,15,2,1,1
11,7978,32,C,21,3,0,0
11,798,10,C,10,7,5,1
11,798,14,C,10,7,5,1
11,79830,32,C,21,3,0,0
11,7995,17,C,14,2,0,0
11,8005,18,C,28,4,2,3
11,8012,15,C,15,1,9,0
11,80226,66,C,14,1,1,1
11,8036,27,C,28,1,2,1
11,804,10,C,14,3,0,0
11,804,16,C,27,1,9,2
11,805,11,C,25,9,9,2
11,8064,20,C,29,1,3,2
11,8067,10,C,28,1,2,1
11,8087,49,C,27,2,1,3
11,809,23,C,27,1,9,9
11,80904,115,C,18,1,1,3
11,8097,15,C,14,1,1,2
11,8106,32,C,28,4,2,2
11,8107,40,C,18,1,1,3
11,811,11,C,33,4,0,1
11,8110,79,C,15,1,2,9
11,8112,10,C,13,2,1,3
11,8112,14,C,26,2,1,1
11,8114,12,C,14,1,9,3
11,8115,11,C,14,1,1,1
11,****,**,C,30,4,0,0
11,8118,11,C,14,1,1,2
11,8118,18,C,20,4,2,3
11,8120,13,C,14,1,1,2
11,8135,11,C,14,1,1,2
11,81395,210,C,20,4,2,3
11,8145,10,C,28,1,2,3
11,8148,25,C,26,4,2,9
11,815,14,C,27,1,9,2
11,8150,29,C,28,1,1,1
11,8158,17,C,13,2,1,1
11,8158,20,C,18,1,1,3
11,8161,24,C,13,3,0,0
11,8162,11,C,14,1,9,2
11,818,10,C,10,7,5,9
11,818,11,C,18,1,1,3
11,8187,47,C,14,4,9,9
11,8189,11,C,33,9,1,0
11,8193,20,C,29,2,9,3
11,8210,18,C,14,1,9,2
11,82147,40,C,14,1,1,2
11,824,10,C,14,1,1,2
11,825,10,C,10,7,5,1
11,8254,15,C,13,3,0,0
11,8260,18,C,14,1,9,2
11,8284,46,C,27,1,1,2
11,8287,30,C,29,1,8,0
11,829,12,C,13,3,0,0
11,829,12,C,28,4,2,2
11,8291,25,C,13,1,0,4
11,8295,20,C,30,3,9,9
11,83,11,C,33,4,0,1
11,8301,13,C,29,1,9,9
11,8303,58,C,27,2,1,3
11,8304,18,C,25,1,1,1
11,831,11,C,28,5,1,9
11,831,14,C,32,0,9,1
11,8313,16,C,29,1,3,3
11,83272,39,C,14,1,9,1
11,834,13,C,29,1,7,4
11,8345,22,C,29,2,8,0
11,***,**,C,10,6,1,3
11,8363,37,C,26,2,9,9
11,837,10,C,27,4,0,0
11,8375,15,C,14,1,1,2
11,8381,20,C,22,2,3,2
11,8393,10,C,28,1,1,9
11,8397,17,C,14,1,9,1
11,8403,17,C,14,1,9,2
11,8403,20,C,14,1,9,2
11,8423,10,C,15,1,2,1
11,843,13,C,22,2,3,2
11,843,21,C,15,2,1,1
11,84361,101,C,33,1,1,0
11,844,11,C,14,1,1,2
11,84478,147,C,23,3,2,2
11,8468,10,C,15,2,1,1
11,847,14,C,15,2,1,1
11,8473,10,C,26,3,1,0
11,848,23,C,14,1,9,1
11,8487,11,C,20,4,9,9
11,849,13,C,14,3,0,0
11,8493,18,C,18,1,1,1
11,85,10,C,14,1,1,2
11,85200,127,C,29,1,8,0
11,853,15,C,15,2,1,1
11,8530,30,C,26,2,2,4
11,8538,13,C,14,1,9,3
11,8544,24,C,28,5,1,9
11,8547,32,C,14,4,9,9
11,8548,68,C,14,1,1,1
11,8558,11,C,29,1,3,3
11,8559,30,C,25,9,2,4
11,856,12,C,18,1,1,2
11,8560,25,C,17,9,0,1
11,8562,14,C,18,1,1,3
11,85729,55,C,26,3,2,9
11,85806,17,C,21,3,0,0
11,86,10,C,14,1,9,1
11,860,14,C,14,1,9,1
11,8601,17,C,13,9,9,1
11,861,16,C,29,2,8,0
11,861,17,C,33,1,1,0
11,8627,25,C,18,1,1,3
11,8631,10,C,14,1,2,0
11,8643,10,C,26,4,2,1
11,865,10,C,14,1,1,2
11,8653,10,C,18,1,1,3
11,8655,19,C,26,5,2,9
11,8659,30,C,18,1,1,9
11,8660,22,C,27,2,1,3
11,8664,36,C,14,1,1,2
11,8669,20,C,29,1,2,0
11,8675,36,C,27,2,1,9
11,868,10,C,18,1,1,3
11,8680,19,C,22,2,1,2
11,8692,16,C,33,4,0,1
11,8699,15,C,28,1,2,2
11,8712,13,C,17,9,0,2
11,8714,24,C,14,1,9,1
11,873,23,C,14,1,9,4
11,8732,13,C,26,3,2,9
11,8733,42,C,33,9,2,0
11,8734,72,C,20,4,2,3
11,8736,15,C,14,1,1,2
11,8739,32,C,27,1,9,9
11,8752,11,C,27,2,1,6
11,8756,13,C,28,1,2,3
11,8759,43,C,34,0,1,9
11,876,11,C,10,7,1,1
11,8780,63,C,28,1,2,3
11,8784,13,C,13,3,0,0
11,88,17,C,17,9,0,9
11,880,13,C,18,1,1,1
11,8804,38,C,28,4,2,3
11,8818,16,C,15,2,1,1
11,8818,33,C,26,3,2,9
11,88251,47,C,14,1,9,1
11,8829,30,C,14,1,9,1
11,8831,39,C,29,1,7,5
11,8850,12,C,26,1,1,1
11,8855,49,C,21,1,0,2
11,886,21,C,18,1,1,9
11,8877,48,C,15,1,2,1
11,890,10,C,13,9,9,1
11,8905,16,C,28,1,2,3
11,8909,29,C,10,1,2,9
11,892,16,C,14,1,9,1
11,8935,22,C,14,1,9,2
11,8937,33,C,14,1,1,2
11,894,11,C,27,2,1,3
11,89443,12,C,29,2,9,2
11,89443,34,C,29,2,9,4
11,89443,49,C,22,2,4,9
11,89443,82,C,29,2,9,2
11,897130,75,C,10,7,1,2
11,897130,8,C,10,7,1,2
11,8981,18,C,28,1,2,3
11,8982,28,C,26,1,1,2
11,9003,30,C,33,9,3,2
11,901,30,C,26,2,2,4
11,9020,18,C,20,4,2,3
11,9020,41,C,14,1,1,2
11,9024,22,C,27,2,1,5
11,90258,47,C,18,1,1,1
11,9030,13,C,14,2,0,0
11,9030,52,C,28,1,2,3
11,9048,11,C,26,3,2,1
11,9051,15,C,20,4,2,4
11,9058,19,C,26,2,1,9
11,906,11,C,33,1,1,0
11,9063,23,C,29,2,7,1
11,9066,20,C,33,1,1,0
11,9068,30,C,28,1,2,3
11,907,10,C,26,4,2,9
11,907,11,C,33,1,2,0
11,907,18,C,10,7,1,1
11,9075,38,C,26,4,2,9
11,9086,14,C,14,1,9,2
11,9087,47,C,14,1,9,1
11,910,10,C,14,1,1,2
11,910,13,C,13,2,2,1
11,9105,32,C,29,2,9,4
11,9107,16,C,14,3,0,0
11,9114,23,C,14,1,1,2
11,9121,57,C,18,1,1,9
11,9142,31,C,27,2,1,4
11,91731,64,C,21,2,1,0
11,9175,26,C,15,1,2,1
11,91815,10,C,10,7,1,1
11,91815,14,C,10,7,1,1
11,919,15,C,33,9,3,2
11,9195,28,C,29,2,9,4
11,920,11,C,27,2,1,2
11,92034,235,C,26,2,9,9
11,9213,53,C,26,1,2,9
11,922,15,C,33,1,1,0
11,92300,97,C,27,2,1,1
11,92322,66,C,28,1,1,9
11,9236,25,C,26,4,1,0
11,9259,13,C,26,1,1,1
11,9269,11,C,27,2,1,6
11,9276,24,C,26,3,1,0
11,9279,10,C,18,1,1,9
11,928,12,C,27,2,1,3
11,929,14,C,25,9,3,2
11,****,**,C,24,3,1,2
11,9320,22,C,33,1,1,0
11,9320,30,C,26,4,2,1
11,9326,20,C,27,2,1,3
11,9327,13,C,28,1,1,9
11,933,10,C,18,1,1,9
11,935,10,C,13,2,2,2
11,***,**,C,13,9,9,3
11,937,14,C,29,1,5,0
11,9371,30,C,14,1,9,1
11,****,**,C,25,1,2,2
11,9381,21,C,33,1,1,0
11,939,14,C,27,1,9,2
11,939,19,C,10,7,1,2
11,9395,43,C,29,1,9,2
11,940,22,C,14,1,9,1
11,9409,26,C,27,2,1,3
11,941,12,C,14,1,1,2
11,941,16,C,15,2,1,1
11,941,16,C,17,1,2,2
11,9425,32,C,26,4,1,0
11,945,10,C,33,9,3,2
11,9454,66,C,10,7,1,1
11,946,25,C,14,1,9,2
11,947,14,C,18,1,1,1
11,94736,337,C,26,3,2,1
11,9479,15,C,26,3,1,0
11,949,13,C,28,4,2,9
11,950,13,C,14,4,9,9
11,9504,23,C,28,4,2,2
11,953,23,C,14,1,9,1
11,9535,21,C,20,4,2,3
11,95395,99,C,14,1,1,1
11,9563,16,C,25,9,3,4
11,9564,14,C,14,3,0,0
11,957,16,C,14,1,9,1
11,959,21,C,15,2,1,1
11,9592,104,C,15,1,2,1
11,96,11,C,14,1,9,1
11,960,19,C,14,1,1,2
11,9604,17,C,20,4,2,2
11,9606,29,C,32,0,9,9
11,9615,50,C,26,5,1,9
11,9618,33,C,14,1,1,2
11,962,26,C,15,1,9,0
11,9620,30,C,14,1,1,2
11,9630,33,C,14,1,9,2
11,9637,31,C,29,1,6,2
11,964,14,C,13,2,2,3
11,9641,29,C,14,1,1,2
11,966,14,C,14,1,9,2
11,967,10,C,28,1,2,3
11,967,15,C,33,1,1,0
11,****,**,C,25,1,1,2
11,9682,21,C,18,1,1,3
11,9686,42,C,25,9,3,1
11,969,12,C,14,1,9,2
11,9706,13,C,23,1,1,9
11,97066,96,C,14,1,9,2
11,9711,20,C,17,9,0,1
11,972,11,C,14,1,1,1
11,9722,24,C,14,3,0,0
11,9737,16,C,14,1,9,4
11,9747,17,C,14,1,1,1
11,9748,18,C,20,4,2,3
11,9751,39,C,26,3,1,0
11,97638,37,C,26,4,2,1
11,977,10,C,28,1,2,3
11,977,14,C,18,1,1,9
11,978,16,C,33,9,1,0
11,978,30,C,10,7,5,9
11,9799,20,C,28,3,0,2
11,9812,26,C,29,2,9,1
11,982,17,C,15,2,1,1
11,983,15,C,28,3,0,3
11,9832,32,C,27,2,1,3
11,98323,64,C,18,1,1,3
11,9834,10,C,14,1,1,2
11,984,10,C,18,1,1,9
11,9845,18,C,25,9,2,4
11,9845,33,C,17,9,0,1
11,9852,16,C,15,2,1,1
11,9868,19,C,28,1,2,3
11,9872,18,C,14,1,1,2
11,9889,13,C,27,2,1,9
11,989,26,C,10,7,5,1
11,990,10,C,14,4,9,1
11,990,10,C,17,9,0,2
11,9902,25,C,26,4,2,1
11,9918,17,C,14,1,9,2
11,992,12,C,14,4,9,9
11,9921,13,C,33,9,3,2
11,994,18,C,27,1,9,2
11,9946,25,C,14,1,1,2
11,995,22,C,18,1,2,2
11,9957,18,C,18,1,1,3
11,9966,35,C,18,1,1,3
11,997,10,C,14,1,1,2
11,9972,20,C,28,4,2,3
11,9973,45,C,28,3,0,2
11,9977,18,C,25,1,2,1
21,,10,C,10,1,1,2
21,,10,C,10,1,2,1
21,,10,C,10,1,2,2
21,,10,C,10,2,1,1
21,,10,C,10,2,1,2
21,,10,C,10,2,1,2
21,,10,C,10,2,1,2
21,,10,C,10,2,1,3
21,,10,C,10,2,1,3
21,,10,C,10,2,1,3
21,,10,C,10,2,1,3
21,,10,C,10,2,1,3
21,,10,C,10,2,1,3
21,,10,C,10,2,1,9
21,,10,C,10,2,1,9
21,,10,C,10,2,2,0
21,,10,C,10,3,0,9
21,,**,C,10,4,0,2
21,,10,C,10,6,1,9
21,,10,C,10,7,5,1
21,,10,C,10,7,5,9
21,,10,C,10,7,9,4
21,,**,C,13,1,0,4
21,,10,C,13,2,1,2
21,,10,C,13,2,1,3
21,,**,C,13,2,1,9
21,,10,C,13,2,2,3
21,,10,C,13,2,2,4
21,,10,C,13,2,2,9
21,,10,C,13,3,0,0
21,,10,C,13,9,2,2
21,,10,C,13,9,2,2
21,,10,C,13,9,2,2
21,,10,C,13,9,2,2
21,,10,C,13,9,2,2
21,,10,C,13,9,2,2
21,,**,C,13,9,9,1
21,,10,C,14,1,1,1
21,,10,C,14,1,1,1
21,,10,C,14,1,1,2
21,,10,C,14,1,9,1
21,,10,C,14,1,9,1
21,,10,C,14,1,9,1
21,,10,C,14,1,9,1
21,,10,C,14,1,9,1
21,,10,C,14,1,9,1
21,,10,C,14,1,9,1
21,,10,C,14,1,9,1
21,,10,C,14,1,9,1
21,,10,C,14,1,9,1
21,,10,C,14,1,9,1
21,,10,C,14,1,9,2
21,,10,C,14,1,9,2
21,,10,C,14,1,9,2
21,,10,C,14,1,9,2
21,,10,C,14,1,9,2
21,,10,C,14,1,9,9
21,,10,C,14,1,9,9
21,,10,C,14,4,9,9
21,,10,C,15,1,1,0
21,,10,C,15,2,1,1
21,,10,C,15,2,1,9
21,,10,C,15,2,1,9
21,,10,C,15,2,1,9
21,,10,C,15,2,1,9
21,,10,C,15,2,1,9
21,,10,C,15,2,2,0
21,,10,C,15,2,2,0
21,,10,C,15,2,2,0
21,,10,C,15,2,2,0
21,,10,C,15,2,2,0
21,,10,C,15,2,2,0
21,,10,C,15,2,2,0
21,,10,C,15,2,2,0
21,,10,C,16,2,3,1
21,,10,C,17,2,1,2
21,,10,C,17,2,1,2
21,,10,C,17,2,2,2
21,,10,C,17,2,2,2
21,,10,C,17,2,2,9
21,,10,C,17,2,2,9
21,,10,C,17,9,0,2
21,,10,C,17,9,0,2
21,,10,C,18,1,1,2
21,,10,C,18,1,1,3
21,,10,C,18,1,1,3
21,,10,C,18,1,1,3
21,,10,C,18,1,2,1
21,,10,C,18,1,2,1
21,,10,C,18,1,2,1
21,,10,C,20,4,2,2
21,,10,C,20,4,9,9
21,,10,C,20,4,9,9
21,,10,C,22,1,9,1
21,,10,C,22,1,9,1
21,,10,C,22,1,9,1
21,,10,C,22,1,9,1
21,,10,C,22,1,9,1
21,,10,C,22,1,9,1
21,,10,C,22,1,9,9
21,,10,C,22,2,1,2
21,,10,C,22,2,2,3
21,,10,C,22,2,3,1
21,,10,C,22,2,3,1
21,,10,C,22,2,3,2
21,,10,C,22,2,4,1
21,,10,C,22,2,4,1
21,,10,C,22,2,4,1
21,,10,C,22,2,4,1
21,,10,C,22,2,4,1
21,,10,C,22,2,4,1
21,,10,C,22,2,4,9
21,,10,C,22,2,9,2
21,,10,C,22,2,9,2
21,,10,C,22,2,9,2
21,,10,C,22,2,9,9
21,,10,C,22,2,9,9
21,,10,C,22,2,9,9
21,,**,C,23,1,9,1
21,,10,C,23,9,9,9
21,,10,C,23,9,9,9
21,,10,C,24,1,3,2
21,,10,C,24,1,3,3
21,,10,C,24,1,3,3
21,,10,C,24,1,3,3
21,,10,C,24,1,3,3
21,,10,C,24,1,3,3
21,,10,C,24,1,9,1
21,,10,C,24,1,9,1
21,,10,C,24,1,9,9
21,,10,C,24,1,9,9
21,,10,C,24,2,1,3
21,,10,C,24,3,1,1
21,,10,C,24,3,1,2
21,,10,C,25,1,1,1
21,,10,C,25,1,1,2
21,,10,C,25,1,1,2
21,,10,C,25,1,1,2
21,,10,C,25,1,1,3
21,,10,C,25,1,1,4
21,,10,C,25,1,1,4
21,,10,C,25,1,1,4
21,,10,C,25,1,1,4
21,,10,C,25,1,1,4
21,,10,C,25,1,1,9
21,,10,C,25,1,2,3
21,,**,C,25,9,1,1
21,,10,C,25,9,1,2
21,,10,C,25,9,1,3
21,,10,C,25,9,2,1
21,,10,C,25,9,2,1
21,,10,C,25,9,2,1
21,,10,C,25,9,2,1
21,,10,C,25,9,2,2
21,,10,C,25,9,2,2
21,,10,C,25,9,2,2
21,,10,C,25,9,2,2
21,,10,C,25,9,2,2
21,,10,C,25,9,2,2
21,,10,C,25,9,2,3
21,,10,C,25,9,2,3
21,,10,C,25,9,2,3
21,,10,C,25,9,2,3
21,,10,C,25,9,2,3
21,,10,C,25,9,2,3
21,,10,C,25,9,2,3
21,,10,C,25,9,2,3
21,,10,C,25,9,2,3
21,,10,C,25,9,2,3
21,,10,C,25,9,2,4
21,,10,C,25,9,2,4
21,,10,C,25,9,2,4
21,,10,C,25,9,2,4
21,,10,C,25,9,2,4
21,,10,C,25,9,2,4
21,,10,C,25,9,2,4
21,,10,C,25,9,2,4
21,,10,C,25,9,2,4
21,,10,C,25,9,2,4
21,,10,C,25,9,2,4
21,,10,C,25,9,2,4
21,,10,C,25,9,2,9
21,,10,C,25,9,2,9
21,,10,C,25,9,2,9
21,,10,C,25,9,2,9
21,,10,C,25,9,2,9
21,,10,C,25,9,3,1
21,,10,C,25,9,3,2
21,,10,C,25,9,3,2
21,,10,C,25,9,3,4
21,,10,C,25,9,3,4
21,,10,C,25,9,4,1
21,,10,C,25,9,4,1
21,,10,C,25,9,4,1
21,,10,C,25,9,4,1
21,,10,C,25,9,4,1
21,,10,C,25,9,4,1
21,,10,C,25,9,4,1
21,,10,C,25,9,9,1
21,,10,C,25,9,9,2
21,,10,C,25,9,9,3
21,,10,C,25,9,9,9
21,,10,C,25,9,9,9
21,,**,C,27,1,9,1
21,,**,C,27,1,9,1
21,,10,C,27,1,9,2
21,,10,C,27,1,9,2
21,,10,C,27,1,9,2
21,,10,C,27,1,9,2
21,,10,C,27,1,9,2
21,,10,C,27,1,9,3
21,,10,C,27,2,1,6
21,,10,C,28,1,1,1
21,,10,C,28,1,2,1
21,,10,C,28,1,2,2
21,,10,C,28,1,2,3
21,,10,C,28,1,2,3
21,,10,C,28,1,2,3
21,,10,C,28,1,2,3
21,,10,C,28,1,2,3
21,,10,C,28,1,2,3
21,,10,C,28,1,2,3
21,,10,C,28,1,2,3
21,,10,C,28,1,2,3
21,,10,C,28,1,2,3
21,,10,C,28,1,2,3
21,,10,C,28,3,0,3
21,,10,C,28,5,1,9
21,,10,C,28,5,1,9
21,,10,C,29,1,1,1
21,,10,C,29,1,1,1
21,,10,C,29,1,1,1
21,,10,C,29,1,1,1
21,,10,C,29,1,1,1
21,,10,C,29,1,2,0
21,,10,C,29,1,2,0
21,,10,C,29,1,2,0
21,,10,C,29,1,2,0
21,,10,C,29,1,3,1
21,,10,C,29,1,3,1
21,,10,C,29,1,3,2
21,,10,C,29,1,3,3
21,,10,C,29,1,3,3
21,,10,C,29,1,3,3
21,,10,C,29,1,3,3
21,,10,C,29,1,3,3
21,,10,C,29,1,3,3
21,,10,C,29,1,3,3
21,,10,C,29,1,3,3
21,,10,C,29,1,3,3
21,,10,C,29,1,4,2
21,,10,C,29,1,4,2
21,,10,C,29,1,4,2
21,,10,C,29,1,5,0
21,,10,C,29,1,6,9
21,,10,C,29,1,6,9
21,,10,C,29,1,6,9
21,,10,C,29,1,7,2
21,,10,C,29,1,7,6
21,,10,C,29,1,7,6
21,,10,C,29,1,7,6
21,,10,C,29,1,9,9
21,,10,C,29,2,1,0
21,,10,C,29,2,2,4
21,,10,C,29,2,2,9
21,,10,C,29,2,3,0
21,,**,C,29,2,7,2
21,,10,C,29,2,9,1
21,,10,C,29,2,9,4
21,,10,C,29,2,9,4
21,,10,C,29,2,9,4
21,,10,C,29,2,9,4
21,,10,C,29,2,9,4
21,,10,C,29,2,9,4
21,,10,C,29,2,9,4
21,,10,C,29,2,9,4
21,,10,C,30,2,0,1
21,,10,C,30,2,0,1
21,,10,C,30,3,2,0
21,,10,C,30,3,9,1
21,,10,C,30,3,9,1
21,,10,C,30,3,9,1
21,,10,C,30,3,9,1
21,,10,C,30,3,9,9
21,,10,C,31,1,1,4
21,,10,C,31,1,1,4
21,,10,C,31,1,1,4
21,,10,C,31,2,0,2
21,,10,C,32,0,9,1
21,,10,C,33,3,0,9
21,,10,C,33,9,9,3
21,,10,C,34,0,1,9
21,,10,C,34,0,1,9
21,,10,C,34,0,1,9
21,,10,C,34,0,1,9
21,,11,C,10,2,1,1
21,,11,C,10,2,1,2
21,,11,C,10,7,1,1
21,,11,C,10,7,4,2
21,,**,C,10,8,0,2
21,,11,C,11,2,0,1
21,,11,C,13,1,0,2
21,,11,C,13,2,1,2
21,,11,C,13,2,1,3
21,,**,C,13,2,2,5
21,,11,C,13,4,0,1
21,,11,C,13,9,2,2
21,,11,C,13,9,2,2
21,,11,C,13,9,9,9
21,,11,C,14,1,1,1
21,,11,C,14,1,9,1
21,,11,C,14,1,9,1
21,,11,C,14,1,9,1
21,,11,C,14,1,9,1
21,,11,C,14,1,9,2
21,,11,C,14,1,9,2
21,,11,C,14,1,9,2
21,,11,C,14,1,9,2
21,,11,C,14,1,9,2
21,,11,C,14,1,9,9
21,,11,C,14,1,9,9
21,,11,C,15,1,2,9
21,,11,C,15,2,1,1
21,,11,C,15,2,1,9
21,,11,C,15,2,1,9
21,,11,C,15,2,2,0
21,,11,C,15,2,2,0
21,,11,C,15,2,2,0
21,,11,C,15,2,2,0
21,,11,C,15,2,2,0
21,,11,C,16,2,3,1
21,,11,C,17,2,1,2
21,,11,C,17,2,1,2
21,,11,C,17,2,1,2
21,,11,C,17,2,2,2
21,,11,C,18,1,1,1
21,,11,C,18,1,1,1
21,,11,C,18,1,1,2
21,,11,C,18,1,1,3
21,,11,C,18,1,2,1
21,,11,C,18,1,2,2
21,,11,C,20,2,0,2
21,,11,C,20,4,2,2
21,,11,C,22,1,9,1
21,,11,C,22,1,9,1
21,,11,C,22,1,9,2
21,,11,C,22,2,2,2
21,,11,C,22,2,3,2
21,,11,C,22,2,4,1
21,,11,C,22,2,4,1
21,,11,C,22,2,4,1
21,,11,C,22,2,4,9
21,,11,C,22,2,5,1
21,,11,C,22,2,5,9
21,,11,C,22,2,5,9
21,,11,C,22,2,9,9
21,,11,C,22,2,9,9
21,,11,C,23,9,9,2
21,,11,C,23,9,9,4
21,,11,C,23,9,9,9
21,,11,C,23,9,9,9
21,,11,C,24,1,3,2
21,,11,C,24,1,3,3
21,,11,C,24,1,3,3
21,,11,C,24,1,3,3
21,,11,C,24,1,9,9
21,,11,C,24,1,9,9
21,,**,C,24,2,1,2
21,,11,C,24,3,1,1
21,,11,C,24,3,1,2
21,,11,C,24,3,2,2
21,,11,C,25,1,1,1
21,,11,C,25,1,1,1
21,,11,C,25,1,1,2
21,,11,C,25,9,1,3
21,,11,C,25,9,1,3
21,,11,C,25,9,1,4
21,,11,C,25,9,2,1
21,,11,C,25,9,2,2
21,,11,C,25,9,2,2
21,,11,C,25,9,2,3
21,,11,C,25,9,2,3
21,,11,C,25,9,2,3
21,,11,C,25,9,2,3
21,,11,C,25,9,2,4
21,,11,C,25,9,2,4
21,,11,C,25,9,2,9
21,,11,C,25,9,3,2
21,,11,C,25,9,4,1
21,,11,C,25,9,4,1
21,,11,C,25,9,9,2
21,,11,C,25,9,9,9
21,,**,C,26,2,9,4
21,,11,C,27,1,9,2
21,,11,C,27,1,9,2
