"","대분류코드","중분류코드","소분류코드","세분류코드","세세분류코드","대분류명","중분류명","소분류명","세분류명","세세분류명","n"
"1","*",49,5,0,0,NA,NA,NA,NA,NA,1
"2","*",50,1,1,1,NA,NA,NA,NA,NA,2
"3","*",50,1,2,1,NA,NA,NA,NA,NA,1
"4","*",50,1,2,2,NA,NA,NA,NA,NA,1
"5","*",50,1,3,0,NA,NA,NA,NA,NA,1
"6","*",50,2,0,2,NA,NA,NA,NA,NA,2
"7","*",51,2,0,0,NA,NA,NA,NA,NA,1
"8","*",52,9,2,1,NA,NA,NA,NA,NA,2
"9","*",62,0,2,1,NA,NA,NA,NA,NA,1
"10","*",76,1,1,0,NA,NA,NA,NA,NA,2
"11","B",6,1,0,0,"광업(05~08)","금속 광업","철 광업","철 광업","철 광업",1
"12","B",7,1,2,1,"광업(05~08)","비금속광물 광업; 연료용 제외","토사석 광업","석재, 쇄석 및 모래, 자갈 채취업","건설용 석재 채굴 및 쇄석 생산업",35
"13","B",7,1,2,2,"광업(05~08)","비금속광물 광업; 연료용 제외","토사석 광업","석재, 쇄석 및 모래, 자갈 채취업","모래 및 자갈 채취업",6
"14","B",7,2,2,0,"광업(05~08)","비금속광물 광업; 연료용 제외","기타 비금속광물 광업","천일염 생산 및 암염 채취업","천일염 생산 및 암염 채취업",1
"15","C",10,1,1,1,"제조업(10~34)","식료품 제조업","도축, 육류 가공 및 저장 처리업","도축업","육류 도축업(가금류 제외)",28
"16","C",10,1,1,2,"제조업(10~34)","식료품 제조업","도축, 육류 가공 및 저장 처리업","도축업","가금류 도축업",22
"17","C",10,1,2,1,"제조업(10~34)","식료품 제조업","도축, 육류 가공 및 저장 처리업","육류 가공 및 저장 처리업","가금류 가공 및 저장 처리업",92
"18","C",10,1,2,2,"제조업(10~34)","식료품 제조업","도축, 육류 가공 및 저장 처리업","육류 가공 및 저장 처리업","육류 포장육 및 냉동육 가공업 (가금류 제외)",139
"19","C",10,1,2,9,"제조업(10~34)","식료품 제조업","도축, 육류 가공 및 저장 처리업","육류 가공 및 저장 처리업","육류 기타 가공 및 저장처리업 (가금류 제외)",108
"20","C",10,2,1,1,"제조업(10~34)","식료품 제조업","수산물 가공 및 저장 처리업","수산동물 가공 및 저장 처리업","수산동물 훈제, 조리 및 유사 조제식품 제조업",20
"21","C",10,2,1,2,"제조업(10~34)","식료품 제조업","수산물 가공 및 저장 처리업","수산동물 가공 및 저장 처리업","수산동물 건조 및 염장품 제조업",10
"22","C",10,2,1,3,"제조업(10~34)","식료품 제조업","수산물 가공 및 저장 처리업","수산동물 가공 및 저장 처리업","수산동물 냉동품 제조업",15
"23","C",10,2,1,9,"제조업(10~34)","식료품 제조업","수산물 가공 및 저장 처리업","수산동물 가공 및 저장 처리업","기타 수산동물 가공 및 저장 처리업",10
"24","C",10,2,2,0,"제조업(10~34)","식료품 제조업","수산물 가공 및 저장 처리업","수산식물 가공 및 저장 처리업","수산식물 가공 및 저장 처리업",31
"25","C",10,3,0,1,"제조업(10~34)","식료품 제조업","과실, 채소 가공 및 저장 처리업","과실, 채소 가공 및 저장 처리업","김치류 제조업",46
"26","C",10,3,0,2,"제조업(10~34)","식료품 제조업","과실, 채소 가공 및 저장 처리업","과실, 채소 가공 및 저장 처리업","과실 및 그 외 채소 절임식품 제조업",48
"27","C",10,3,0,9,"제조업(10~34)","식료품 제조업","과실, 채소 가공 및 저장 처리업","과실, 채소 가공 및 저장 처리업","기타 과실ㆍ채소 가공 및 저장 처리업",66
"28","C",10,4,0,1,"제조업(10~34)","식료품 제조업","동물성 및 식물성 유지 제조업","동물성 및 식물성 유지 제조업","동물성 유지 제조업",5
"29","C",10,4,0,2,"제조업(10~34)","식료품 제조업","동물성 및 식물성 유지 제조업","동물성 및 식물성 유지 제조업","식물성 유지 제조업",9
"30","C",10,4,0,3,"제조업(10~34)","식료품 제조업","동물성 및 식물성 유지 제조업","동물성 및 식물성 유지 제조업","식용 정제유 및 가공유 제조업",6
"31","C",10,5,0,1,"제조업(10~34)","식료품 제조업","낙농제품 및 식용빙과류 제조업","낙농제품 및 식용빙과류 제조업","액상시유 및 기타 낙농제품 제조업",28
"32","C",10,5,0,2,"제조업(10~34)","식료품 제조업","낙농제품 및 식용빙과류 제조업","낙농제품 및 식용빙과류 제조업","아이스크림 및 기타 식용빙과류 제조업",10
"33","C",10,6,1,1,"제조업(10~34)","식료품 제조업","곡물가공품, 전분 및 전분제품 제조업","곡물 가공품 제조업","곡물 도정업",15
"34","C",10,6,1,2,"제조업(10~34)","식료품 제조업","곡물가공품, 전분 및 전분제품 제조업","곡물 가공품 제조업","곡물 제분업",21
"35","C",10,6,1,3,"제조업(10~34)","식료품 제조업","곡물가공품, 전분 및 전분제품 제조업","곡물 가공품 제조업","곡물 혼합분말 및 반죽 제조업",38
"36","C",10,6,1,9,"제조업(10~34)","식료품 제조업","곡물가공품, 전분 및 전분제품 제조업","곡물 가공품 제조업","기타 곡물 가공품 제조업",27
"37","C",10,6,2,0,"제조업(10~34)","식료품 제조업","곡물가공품, 전분 및 전분제품 제조업","전분제품 및 당류 제조업","전분제품 및 당류 제조업",11
"38","C",10,7,1,1,"제조업(10~34)","식료품 제조업","기타 식품 제조업","떡, 빵 및 과자류 제조업","떡류 제조업",53
"39","C",10,7,1,2,"제조업(10~34)","식료품 제조업","기타 식품 제조업","떡, 빵 및 과자류 제조업","빵류 제조업",127
"40","C",10,7,1,3,"제조업(10~34)","식료품 제조업","기타 식품 제조업","떡, 빵 및 과자류 제조업","과자류 및 코코아 제품 제조업",95
"41","C",10,7,3,0,"제조업(10~34)","식료품 제조업","기타 식품 제조업","면류, 마카로니 및 유사식품 제조업","면류, 마카로니 및 유사식품 제조업",38
"42","C",10,7,4,1,"제조업(10~34)","식료품 제조업","기타 식품 제조업","조미료 및 식품 첨가물 제조업","식초, 발효 및 화학 조미료 제조업",3
"43","C",10,7,4,2,"제조업(10~34)","식료품 제조업","기타 식품 제조업","조미료 및 식품 첨가물 제조업","천연 및 혼합조제 조미료 제조업",126
"44","C",10,7,4,3,"제조업(10~34)","식료품 제조업","기타 식품 제조업","조미료 및 식품 첨가물 제조업","장류 제조업",15
"45","C",10,7,4,9,"제조업(10~34)","식료품 제조업","기타 식품 제조업","조미료 및 식품 첨가물 제조업","기타 식품 첨가물 제조업",25
"46","C",10,7,5,1,"제조업(10~34)","식료품 제조업","기타 식품 제조업","도시락 및 식사용 조리식품 제조업","도시락류 제조업",67
"47","C",10,7,5,9,"제조업(10~34)","식료품 제조업","기타 식품 제조업","도시락 및 식사용 조리식품 제조업","기타 식사용 가공처리 조리식품 제조업",146
"48","C",10,7,9,1,"제조업(10~34)","식료품 제조업","기타 식품 제조업","기타 식료품 제조업","커피 가공업",40
"49","C",10,7,9,2,"제조업(10~34)","식료품 제조업","기타 식품 제조업","기타 식료품 제조업","차류 가공업",24
"50","C",10,7,9,3,"제조업(10~34)","식료품 제조업","기타 식품 제조업","기타 식료품 제조업","수프 및 균질화식품 제조업",10
"51","C",10,7,9,4,"제조업(10~34)","식료품 제조업","기타 식품 제조업","기타 식료품 제조업","두부 및 유사식품 제조업",21
"52","C",10,7,9,5,"제조업(10~34)","식료품 제조업","기타 식품 제조업","기타 식료품 제조업","인삼식품 제조업",17
"53","C",10,7,9,6,"제조업(10~34)","식료품 제조업","기타 식품 제조업","기타 식료품 제조업","건강보조용 액화식품 제조업",7
"54","C",10,7,9,7,"제조업(10~34)","식료품 제조업","기타 식품 제조업","기타 식료품 제조업","건강기능식품 제조업",45
"55","C",10,7,9,9,"제조업(10~34)","식료품 제조업","기타 식품 제조업","기타 식료품 제조업","그 외 기타 식료품 제조업",16
"56","C",10,8,0,1,"제조업(10~34)","식료품 제조업","동물용 사료 및 조제식품 제조업","동물용 사료 및 조제식품 제조업","배합 사료 제조업",54
"57","C",10,8,0,2,"제조업(10~34)","식료품 제조업","동물용 사료 및 조제식품 제조업","동물용 사료 및 조제식품 제조업","단미 사료 및 기타 사료 제조업",25
"58","C",11,1,1,1,"제조업(10~34)","음료 제조업","알코올음료 제조업","발효주 제조업","탁주 및 약주 제조업",6
"59","C",11,1,1,2,"제조업(10~34)","음료 제조업","알코올음료 제조업","발효주 제조업","맥아 및 맥주 제조업",10
"60","C",11,1,2,1,"제조업(10~34)","음료 제조업","알코올음료 제조업","증류주 및 합성주 제조업","주정 제조업",1
"61","C",11,1,2,2,"제조업(10~34)","음료 제조업","알코올음료 제조업","증류주 및 합성주 제조업","소주 제조업",3
"62","C",11,2,0,1,"제조업(10~34)","음료 제조업","비알코올음료 및 얼음 제조업","비알코올 음료 및 얼음 제조업","얼음 제조업",7
"63","C",11,2,0,2,"제조업(10~34)","음료 제조업","비알코올음료 및 얼음 제조업","비알코올 음료 및 얼음 제조업","생수 생산업",11
"64","C",11,2,0,9,"제조업(10~34)","음료 제조업","비알코올음료 및 얼음 제조업","비알코올 음료 및 얼음 제조업","기타 비알코올 음료 제조업",14
"65","C",12,0,0,0,"제조업(10~34)","담배 제조업","담배 제조업","담배 제조업","담배제품 제조업",1
"66","C",13,1,0,1,"제조업(10~34)","섬유제품 제조업; 의복제외","방적 및 가공사 제조업","방적 및 가공사 제조업","면 방적업",1
"67","C",13,1,0,2,"제조업(10~34)","섬유제품 제조업; 의복제외","방적 및 가공사 제조업","방적 및 가공사 제조업","모 방적업",1
"68","C",13,1,0,3,"제조업(10~34)","섬유제품 제조업; 의복제외","방적 및 가공사 제조업","방적 및 가공사 제조업","화학섬유 방적업",14
"69","C",13,1,0,4,"제조업(10~34)","섬유제품 제조업; 의복제외","방적 및 가공사 제조업","방적 및 가공사 제조업","연사 및 가공사 제조업",33
"70","C",13,2,1,1,"제조업(10~34)","섬유제품 제조업; 의복제외","직물직조 및 직물제품 제조업","직물 직조업","면직물 직조업",20
"71","C",13,2,1,3,"제조업(10~34)","섬유제품 제조업; 의복제외","직물직조 및 직물제품 제조업","직물 직조업","화학섬유직물 직조업",38
"72","C",13,2,1,9,"제조업(10~34)","섬유제품 제조업; 의복제외","직물직조 및 직물제품 제조업","직물 직조업","특수 직물 및 기타 직물 직조업",14
"73","C",13,2,2,1,"제조업(10~34)","섬유제품 제조업; 의복제외","직물직조 및 직물제품 제조업","직물제품 제조업","침구 및 관련제품 제조업",61
"74","C",13,2,2,2,"제조업(10~34)","섬유제품 제조업; 의복제외","직물직조 및 직물제품 제조업","직물제품 제조업","자수제품 및 자수용재료 제조업",7
"75","C",13,2,2,3,"제조업(10~34)","섬유제품 제조업; 의복제외","직물직조 및 직물제품 제조업","직물제품 제조업","커튼 및 유사제품 제조업",15
"76","C",13,2,2,4,"제조업(10~34)","섬유제품 제조업; 의복제외","직물직조 및 직물제품 제조업","직물제품 제조업","천막, 텐트 및 유사 제품 제조업",31
"77","C",13,2,2,9,"제조업(10~34)","섬유제품 제조업; 의복제외","직물직조 및 직물제품 제조업","직물제품 제조업","기타 직물제품 제조업",66
"78","C",13,3,0,0,"제조업(10~34)","섬유제품 제조업; 의복제외","편조원단 제조업","편조원단 제조업","편조원단 제조업",55
"79","C",13,4,0,1,"제조업(10~34)","섬유제품 제조업; 의복제외","섬유제품 염색, 정리 및 마무리 가공업","섬유제품 염색, 정리 및 마무리 가공업","솜 및 실 염색가공업",27
"80","C",13,4,0,2,"제조업(10~34)","섬유제품 제조업; 의복제외","섬유제품 염색, 정리 및 마무리 가공업","섬유제품 염색, 정리 및 마무리 가공업","직물, 편조원단 및 의복류 염색 가공업",159
"81","C",13,4,0,3,"제조업(10~34)","섬유제품 제조업; 의복제외","섬유제품 염색, 정리 및 마무리 가공업","섬유제품 염색, 정리 및 마무리 가공업","날염 가공업",52
"82","C",13,4,0,9,"제조업(10~34)","섬유제품 제조업; 의복제외","섬유제품 염색, 정리 및 마무리 가공업","섬유제품 염색, 정리 및 마무리 가공업","섬유제품 기타 정리 및 마무리 가공업",77
"83","C",13,9,1,0,"제조업(10~34)","섬유제품 제조업; 의복제외","기타 섬유제품 제조업","카펫, 마루덮개 및 유사제품 제조업","카펫, 마루덮개 및 유사제품 제조업",10
"84","C",13,9,2,1,"제조업(10~34)","섬유제품 제조업; 의복제외","기타 섬유제품 제조업","끈, 로프, 망 및 끈 가공품 제조업","끈 및 로프 제조업",4
"85","C",13,9,2,2,"제조업(10~34)","섬유제품 제조업; 의복제외","기타 섬유제품 제조업","끈, 로프, 망 및 끈 가공품 제조업","어망 및 기타 끈 가공품 제조업",16
"86","C",13,9,9,1,"제조업(10~34)","섬유제품 제조업; 의복제외","기타 섬유제품 제조업","그 외 기타 섬유제품 제조업","세폭직물 제조업",32
"87","C",13,9,9,2,"제조업(10~34)","섬유제품 제조업; 의복제외","기타 섬유제품 제조업","그 외 기타 섬유제품 제조업","부직포 및 펠트 제조업",97
"88","C",13,9,9,3,"제조업(10~34)","섬유제품 제조업; 의복제외","기타 섬유제품 제조업","그 외 기타 섬유제품 제조업","특수사 및 코드직물 제조업",5
"89","C",13,9,9,4,"제조업(10~34)","섬유제품 제조업; 의복제외","기타 섬유제품 제조업","그 외 기타 섬유제품 제조업","표면처리 및 적층 직물 제조업",30
"90","C",13,9,9,9,"제조업(10~34)","섬유제품 제조업; 의복제외","기타 섬유제품 제조업","그 외 기타 섬유제품 제조업","그 외 기타 분류 안된 섬유제품 제조업",56
"91","C",14,1,1,1,"제조업(10~34)","의복, 의복 액세서리 및 모피제품 제조업","봉제의복 제조업","겉옷 제조업","남자용 겉옷 제조업",23
"92","C",14,1,1,2,"제조업(10~34)","의복, 의복 액세서리 및 모피제품 제조업","봉제의복 제조업","겉옷 제조업","여자용 겉옷 제조업",32
"93","C",14,1,2,0,"제조업(10~34)","의복, 의복 액세서리 및 모피제품 제조업","봉제의복 제조업","속옷 및 잠옷 제조업","속옷 및 잠옷 제조업",4
"94","C",14,1,9,1,"제조업(10~34)","의복, 의복 액세서리 및 모피제품 제조업","봉제의복 제조업","기타 봉제의복 제조업","셔츠 및 블라우스 제조업",35
"95","C",14,1,9,2,"제조업(10~34)","의복, 의복 액세서리 및 모피제품 제조업","봉제의복 제조업","기타 봉제의복 제조업","근무복, 작업복 및 유사의복 제조업",72
"96","C",14,1,9,4,"제조업(10~34)","의복, 의복 액세서리 및 모피제품 제조업","봉제의복 제조업","기타 봉제의복 제조업","유아용 의복 제조업",4
"97","C",14,1,9,9,"제조업(10~34)","의복, 의복 액세서리 및 모피제품 제조업","봉제의복 제조업","기타 봉제의복 제조업","그 외 기타 봉제의복 제조업",6
"98","C",14,2,0,0,"제조업(10~34)","의복, 의복 액세서리 및 모피제품 제조업","모피제품 제조업","모피제품 제조업","모피제품 제조업",3
"99","C",14,3,0,0,"제조업(10~34)","의복, 의복 액세서리 및 모피제품 제조업","편조의복 제조업","편조의복 제조업","편조의복 제조업",30
"100","C",14,4,1,1,"제조업(10~34)","의복, 의복 액세서리 및 모피제품 제조업","의복 액세서리 제조업","편조의복 액세서리 제조업","스타킹 및 기타 양말 제조업",18
"101","C",14,4,1,9,"제조업(10~34)","의복, 의복 액세서리 및 모피제품 제조업","의복 액세서리 제조업","편조의복 액세서리 제조업","기타 편조의복 액세서리 제조업",14
"102","C",14,4,9,1,"제조업(10~34)","의복, 의복 액세서리 및 모피제품 제조업","의복 액세서리 제조업","기타 의복 액세서리 제조업","모자 제조업",7
"103","C",14,4,9,9,"제조업(10~34)","의복, 의복 액세서리 및 모피제품 제조업","의복 액세서리 제조업","기타 의복 액세서리 제조업","그 외 기타 의복액세서리 제조업",17
"104","C",15,1,1,0,"제조업(10~34)","가죽, 가방 및 신발 제조업","가죽, 가방 및 유사제품 제조업","모피 및 가죽 제조업","모피 및 가죽 제조업",46
"105","C",15,1,2,1,"제조업(10~34)","가죽, 가방 및 신발 제조업","가죽, 가방 및 유사제품 제조업","핸드백, 가방 및 기타 보호용 케이스 제조업","핸드백 및 지갑 제조업",20
"106","C",15,1,2,9,"제조업(10~34)","가죽, 가방 및 신발 제조업","가죽, 가방 및 유사제품 제조업","핸드백, 가방 및 기타 보호용 케이스 제조업","가방 및 기타 보호용 케이스 제조업",24
"107","C",15,1,9,0,"제조업(10~34)","가죽, 가방 및 신발 제조업","가죽, 가방 및 유사제품 제조업","기타 가죽제품 제조업","기타 가죽제품 제조업",10
"108","C",15,2,1,1,"제조업(10~34)","가죽, 가방 및 신발 제조업","신발 및 신발 부분품 제조업","신발 제조업","구두류 제조업",36
"109","C",15,2,1,9,"제조업(10~34)","가죽, 가방 및 신발 제조업","신발 및 신발 부분품 제조업","신발 제조업","기타 신발 제조업",10
"110","C",15,2,2,0,"제조업(10~34)","가죽, 가방 및 신발 제조업","신발 및 신발 부분품 제조업","신발 부분품 제조업","신발 부분품 제조업",13
"111","C",16,1,0,1,"제조업(10~34)","목재 및 나무제품 제조업; 가구 제외","제재 및 목재 가공업","제재 및 목재 가공업","일반 제재업",14
"112","C",16,1,0,2,"제조업(10~34)","목재 및 나무제품 제조업; 가구 제외","제재 및 목재 가공업","제재 및 목재 가공업","표면 가공 목재 및 특정 목적용 제재목 제조업",37
"113","C",16,1,0,3,"제조업(10~34)","목재 및 나무제품 제조업; 가구 제외","제재 및 목재 가공업","제재 및 목재 가공업","목재 보존, 방부처리, 도장 및 유사 처리업",20
"114","C",16,2,1,1,"제조업(10~34)","목재 및 나무제품 제조업; 가구 제외","나무제품 제조업","박판, 합판 및 강화 목제품 제조업","박판, 합판 및 유사 적층판 제조업",32
"115","C",16,2,1,2,"제조업(10~34)","목재 및 나무제품 제조업; 가구 제외","나무제품 제조업","박판, 합판 및 강화 목제품 제조업","강화 및 재생 목재 제조업",17
"116","C",16,2,2,1,"제조업(10~34)","목재 및 나무제품 제조업; 가구 제외","나무제품 제조업","건축용 나무제품 제조업","목재문 및 관련제품 제조업",42
"117","C",16,2,2,9,"제조업(10~34)","목재 및 나무제품 제조업; 가구 제외","나무제품 제조업","건축용 나무제품 제조업","기타 건축용 나무제품 제조업",26
"118","C",16,2,3,1,"제조업(10~34)","목재 및 나무제품 제조업; 가구 제외","나무제품 제조업","목재 상자, 드럼 및 적재판 제조업","목재 깔판류 및 기타 적재판 제조업",16
"119","C",16,2,3,2,"제조업(10~34)","목재 및 나무제품 제조업; 가구 제외","나무제품 제조업","목재 상자, 드럼 및 적재판 제조업","목재 포장용 상자, 드럼 및 유사용기 제조업",35
"120","C",16,2,9,1,"제조업(10~34)","목재 및 나무제품 제조업; 가구 제외","나무제품 제조업","기타 나무제품 제조업","목재 도구 및 주방용 나무제품 제조업",8
"121","C",16,2,9,2,"제조업(10~34)","목재 및 나무제품 제조업; 가구 제외","나무제품 제조업","기타 나무제품 제조업","장식용 목제품 제조업",5
"122","C",16,2,9,9,"제조업(10~34)","목재 및 나무제품 제조업; 가구 제외","나무제품 제조업","기타 나무제품 제조업","그 외 기타 나무제품 제조업",15
"123","C",17,1,1,0,"제조업(10~34)","펄프, 종이 및 종이제품 제조업","펄프, 종이 및 판지 제조업","펄프 제조업","펄프 제조업",1
"124","C",17,1,2,1,"제조업(10~34)","펄프, 종이 및 종이제품 제조업","펄프, 종이 및 판지 제조업","종이 및 판지 제조업","신문용지 제조업",1
"125","C",17,1,2,2,"제조업(10~34)","펄프, 종이 및 종이제품 제조업","펄프, 종이 및 판지 제조업","종이 및 판지 제조업","인쇄용 및 필기용 원지 제조업",16
"126","C",17,1,2,3,"제조업(10~34)","펄프, 종이 및 종이제품 제조업","펄프, 종이 및 판지 제조업","종이 및 판지 제조업","크라프트지 및 상자용 판지 제조업",20
"127","C",17,1,2,4,"제조업(10~34)","펄프, 종이 및 종이제품 제조업","펄프, 종이 및 판지 제조업","종이 및 판지 제조업","적층, 합성 및 특수표면처리 종이 제조업",91
"128","C",17,1,2,5,"제조업(10~34)","펄프, 종이 및 종이제품 제조업","펄프, 종이 및 판지 제조업","종이 및 판지 제조업","위생용 원지 제조업",4
"129","C",17,1,2,9,"제조업(10~34)","펄프, 종이 및 종이제품 제조업","펄프, 종이 및 판지 제조업","종이 및 판지 제조업","기타 종이 및 판지 제조업",8
"130","C",17,2,1,1,"제조업(10~34)","펄프, 종이 및 종이제품 제조업","골판지, 종이 상자 및 종이 용기 제조업","골판지 및 골판지 가공제품 제조업","골판지 제조업",28
"131","C",17,2,1,2,"제조업(10~34)","펄프, 종이 및 종이제품 제조업","골판지, 종이 상자 및 종이 용기 제조업","골판지 및 골판지 가공제품 제조업","골판지 상자 및 가공제품 제조업",279
"132","C",17,2,2,1,"제조업(10~34)","펄프, 종이 및 종이제품 제조업","골판지, 종이 상자 및 종이 용기 제조업","종이포대, 판지상자 및 종이용기 제조업","종이 포대 및 가방 제조업",30
"133","C",17,2,2,2,"제조업(10~34)","펄프, 종이 및 종이제품 제조업","골판지, 종이 상자 및 종이 용기 제조업","종이포대, 판지상자 및 종이용기 제조업","판지 상자 및 용기 제조업",92
"134","C",17,2,2,3,"제조업(10~34)","펄프, 종이 및 종이제품 제조업","골판지, 종이 상자 및 종이 용기 제조업","종이포대, 판지상자 및 종이용기 제조업","식품 위생용 종이 상자 및 용기 제조업",49
"135","C",17,2,2,9,"제조업(10~34)","펄프, 종이 및 종이제품 제조업","골판지, 종이 상자 및 종이 용기 제조업","종이포대, 판지상자 및 종이용기 제조업","기타 종이 상자 및 용기 제조업",86
"136","C",17,9,0,1,"제조업(10~34)","펄프, 종이 및 종이제품 제조업","기타 종이 및 판지 제품 제조업","기타 종이 및 판지 제품 제조업","문구용 종이제품 제조업",78
"137","C",17,9,0,2,"제조업(10~34)","펄프, 종이 및 종이제품 제조업","기타 종이 및 판지 제품 제조업","기타 종이 및 판지 제품 제조업","위생용 종이제품 제조업",72
"138","C",17,9,0,3,"제조업(10~34)","펄프, 종이 및 종이제품 제조업","기타 종이 및 판지 제품 제조업","기타 종이 및 판지 제품 제조업","벽지 및 장판지 제조업",13
"139","C",17,9,0,9,"제조업(10~34)","펄프, 종이 및 종이제품 제조업","기타 종이 및 판지 제품 제조업","기타 종이 및 판지 제품 제조업","그 외 기타 종이 및 판지 제품 제조업",89
"140","C",18,1,1,1,"제조업(10~34)","인쇄 및 기록매체 복제업","인쇄 및 인쇄관련 산업","인쇄업","경 인쇄업",33
"141","C",18,1,1,2,"제조업(10~34)","인쇄 및 기록매체 복제업","인쇄 및 인쇄관련 산업","인쇄업","스크린 인쇄업",99
"142","C",18,1,1,3,"제조업(10~34)","인쇄 및 기록매체 복제업","인쇄 및 인쇄관련 산업","인쇄업","오프셋 인쇄업",155
"143","C",18,1,1,9,"제조업(10~34)","인쇄 및 기록매체 복제업","인쇄 및 인쇄관련 산업","인쇄업","기타 인쇄업",85
"144","C",18,1,2,1,"제조업(10~34)","인쇄 및 기록매체 복제업","인쇄 및 인쇄관련 산업","인쇄관련 산업","제판 및 조판업",54
"145","C",18,1,2,2,"제조업(10~34)","인쇄 및 기록매체 복제업","인쇄 및 인쇄관련 산업","인쇄관련 산업","제책업",87
"146","C",18,1,2,9,"제조업(10~34)","인쇄 및 기록매체 복제업","인쇄 및 인쇄관련 산업","인쇄관련 산업","기타 인쇄관련 산업",43
"147","C",18,2,0,0,"제조업(10~34)","인쇄 및 기록매체 복제업","기록매체 복제업","기록매체 복제업","기록매체 복제업",5
"148","C",19,1,0,2,"제조업(10~34)","코크스, 연탄 및 석유정제품 제조업","코크스 및 연탄 제조업","코크스 및 연탄 제조업","연탄 및 기타 석탄 가공품 제조업",1
"149","C",19,2,2,1,"제조업(10~34)","코크스, 연탄 및 석유정제품 제조업","석유 정제품 제조업","석유 정제물 재처리업","윤활유 및 그리스 제조업",12
"150","C",19,2,2,9,"제조업(10~34)","코크스, 연탄 및 석유정제품 제조업","석유 정제품 제조업","석유 정제물 재처리업","기타 석유정제물 재처리업",6
"151","C",20,1,1,2,"제조업(10~34)","화학물질 및 화학제품 제조업; 의약품 제외","기초 화학물질 제조업","기초 유기 화학물질 제조업","천연수지 및 나무 화학물질 제조업",3
"152","C",20,1,1,9,"제조업(10~34)","화학물질 및 화학제품 제조업; 의약품 제외","기초 화학물질 제조업","기초 유기 화학물질 제조업","석탄화학계 화합물 및 기타 기초 유기 화학물질 제조업",9
"153","C",20,1,2,1,"제조업(10~34)","화학물질 및 화학제품 제조업; 의약품 제외","기초 화학물질 제조업","기초 무기 화학물질 제조업","산업용 가스 제조업",41
"154","C",20,1,2,9,"제조업(10~34)","화학물질 및 화학제품 제조업; 의약품 제외","기초 화학물질 제조업","기초 무기 화학물질 제조업","기타 기초 무기 화학물질 제조업",35
"155","C",20,1,3,1,"제조업(10~34)","화학물질 및 화학제품 제조업; 의약품 제외","기초 화학물질 제조업","무기안료, 염료, 유연제 및 기타 착색제 제조업","무기안료용 금속 산화물 및 관련 제품 제조업",1
"156","C",20,1,3,2,"제조업(10~34)","화학물질 및 화학제품 제조업; 의약품 제외","기초 화학물질 제조업","무기안료, 염료, 유연제 및 기타 착색제 제조업","염료, 조제 무기안료, 유연제 및 기타 착색제 제조업",56
"157","C",20,2,0,1,"제조업(10~34)","화학물질 및 화학제품 제조업; 의약품 제외","합성고무 및 플라스틱 물질 제조업","합성고무 및 플라스틱 물질 제조업","합성고무 제조업",14
"158","C",20,2,0,2,"제조업(10~34)","화학물질 및 화학제품 제조업; 의약품 제외","합성고무 및 플라스틱 물질 제조업","합성고무 및 플라스틱 물질 제조업","합성수지 및 기타 플라스틱 물질 제조업",127
"159","C",20,2,0,3,"제조업(10~34)","화학물질 및 화학제품 제조업; 의약품 제외","합성고무 및 플라스틱 물질 제조업","합성고무 및 플라스틱 물질 제조업","혼성 및 재생 플라스틱 소재 물질 제조업",96
"160","C",20,3,1,1,"제조업(10~34)","화학물질 및 화학제품 제조업; 의약품 제외","비료, 농약 및 살균, 살충제 제조업","비료 및 질소화합물 제조업","질소화합물, 질소, 인산 및 칼리질 화학비료 제조업",8
"161","C",20,3,1,2,"제조업(10~34)","화학물질 및 화학제품 제조업; 의약품 제외","비료, 농약 및 살균, 살충제 제조업","비료 및 질소화합물 제조업","복합비료 및 기타 화학비료 제조업",6
"162","C",20,3,1,3,"제조업(10~34)","화학물질 및 화학제품 제조업; 의약품 제외","비료, 농약 및 살균, 살충제 제조업","비료 및 질소화합물 제조업","유기질 비료 및 상토 제조업",15
"163","C",20,3,2,1,"제조업(10~34)","화학물질 및 화학제품 제조업; 의약품 제외","비료, 농약 및 살균, 살충제 제조업","살균?살충제 및 농약 제조업","화학 살균?살충제 및 농업용 약제 제조업",15
"164","C",20,3,2,2,"제조업(10~34)","화학물질 및 화학제품 제조업; 의약품 제외","비료, 농약 및 살균, 살충제 제조업","살균?살충제 및 농약 제조업","생물 살균?살충제 및 식물보호제 제조업",4
"165","C",20,4,1,1,"제조업(10~34)","화학물질 및 화학제품 제조업; 의약품 제외","기타 화학제품 제조업","잉크, 페인트, 코팅제 및 유사제품 제조업","일반용 도료 및 관련제품 제조업",78
"166","C",20,4,1,2,"제조업(10~34)","화학물질 및 화학제품 제조업; 의약품 제외","기타 화학제품 제조업","잉크, 페인트, 코팅제 및 유사제품 제조업","요업용 도포제 및 관련제품 제조업",3
"167","C",20,4,1,3,"제조업(10~34)","화학물질 및 화학제품 제조업; 의약품 제외","기타 화학제품 제조업","잉크, 페인트, 코팅제 및 유사제품 제조업","인쇄잉크 및 회화용 물감 제조업",54
"168","C",20,4,2,1,"제조업(10~34)","화학물질 및 화학제품 제조업; 의약품 제외","기타 화학제품 제조업","세제, 화장품 및 광택제 제조업","계면활성제 제조업",22
"169","C",20,4,2,2,"제조업(10~34)","화학물질 및 화학제품 제조업; 의약품 제외","기타 화학제품 제조업","세제, 화장품 및 광택제 제조업","치약, 비누 및 기타 세제 제조업",63
