회사명,종목코드,업종,주요제품,상장일,결산월,대표자명,홈페이지,지역,지번주소,도로명주소,매출액,자산총계,직원총수,비고,재무,...16,번호,V1,조사기준년도,시군명,행정구역명,소재지지번주소,소재지도로명주소,소재지우편번호,WGS84경도,WGS84위도,산업대분류코드,산업대분류명,산업중분류명,산업소분류명,산업세분류명,산업세세분류명,산업세세분류코드
아이텍,119830,"그외 기타 전문, 과학 및 기술 서비스업",비메모리 반도체 테스트,2010-10-26,12월,이장혁,http://www.iteksemi.com,경기도,경기 화성시 방교동 839-4,경기 화성시 동탄산단4길 9-15,34748728231,1.8702E+11,266,NA,NA,NA,413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
알파홀딩스,117670,반도체 제조업,시스템 반도체 개발,2010-09-17,12월,"김종인, 최진규",http://www.alpha-holdings.co.kr,경기도,"경기 성남시 분당구 삼평동 671 2,3,4층","경기 성남시 분당구 판교역로 225-12 , 2,3,4층","78,410,731,587?","56,247,225,347?",132,NA,NA,NA,414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
다원시스,68240,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","핵융합 전원장치, 플라즈마 전원장치, 태양광 CVD 전원장치, 산업용 특수정류기",2010-09-14,12월,박선순,http://www.dawonsys.com,경기도,경기 안산시 단원구 성곡동 822,경기 안산시 단원구 시화호수로 485,3.45038E+11,6.49888E+11,595,NA,NA,NA,415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
와이솔,122990,전자부품 제조업,"SAW Filter, Wafer Chip, Duplexer",2010-09-10,12월,김지호,http://www.wisol.co.kr,경기도,경기 오산시 가장동 373-7,경기 오산시 가장로 531-7 와이솔,1.8188E+11,3.3525E+11,528,NA,NA,NA,416,265838,2021,오산시,경기도 오산시 남촌동,경기도 오산시 가장동 373-7,경기도 오산시 남촌동 가장로  531-7 ,18103,127.0381397,37.16067827,I,숙박 및 음식점업(55~56),음식점 및 주점업,음식점업,기관 구내식당업,기관 구내식당업,56130
하이비젼시스템,126700,사진장비 및 광학기기 제조업,카메라모듈 제조검사용 장비,2010-09-10,12월,최 두 원,http://www.hyvision.co.kr,경기도,경기 성남시 중원구 상대원동 442-9,경기 성남시 중원구 둔촌대로 527,3.03287E+11,2.92957E+11,382,NA,NA,NA,417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
코리아에프티,123410,자동차 신품 부품 제조업,"캐니스터,플라스틱필러넥,의장부품",2010-08-27,12월,"오원석, 김재산(각자 대표이사)",http://www.kftec.com,경기도,경기 안성시 원곡면 반제리 554-3,경기 안성시 원곡면 섬바위길 23,"342,745,844,294?","275,279,668,105?",559,NA,NA,NA,418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
한미약품,128940,의약품 제조업,의약품,2010-07-30,12월,박재현,NA,경기도,NA,NA,1.09695E+12,1.33047E+12,NA,NA,NA,NA,419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
인터로조,119610,의료용 기기 제조업,"콘텍트렌즈(소프트렌즈, 원데이렌즈, 하드렌즈 등)",2010-07-28,12월,노시철,http://interojo.com,경기도,경기 평택시 모곡동 433-10,경기 평택시 산단로15번길 28,1.20446E+11,2.74898E+11,709,NA,NA,NA,420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
우진,105840,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",원전용계측기,2010-07-26,12월,"이재상, 백승한 각자대표",http://www.woojininc.com,경기도,경기 화성시 오산동 241,경기 화성시 동탄역로 24,63843000000,1.79095E+11,157,NA,NA,NA,421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
에스디시스템,121890,전자부품 제조업,"요금징수시스템, 지능형교통시스템,하이패스단말기",2010-07-16,12월,박봉용,http://www.sdsystem.co.kr,경기도,경기 성남시 중원구 상대원1동 223-12 현대아이밸리 613호,경기 성남시 중원구 갈마치로244번길 31 현대아이밸리 613호,21295259285,14611073392,59,NA,NA,NA,422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
알톤,123750,그외 기타 운송장비 제조업,전기 및 일반자전거 등,2010-07-02,12월,김신성,http://www.altonsports.co.kr,경기도,경기 성남시 분당구 삼평동 631,경기 성남시 분당구 판교로 256번길 25 8층,37561307000,39637056000,69,NA,NA,NA,423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
엑스큐어,70300,소프트웨어 개발 및 공급업,"USIM카드, 금융카드",2010-06-09,12월,안은철,http://www.xcure.co.kr,경기도,"경기 안양시 동안구 관양동 1746-2  대한스마트타워 5층 501, 502호","경기 안양시 동안구 시민대로 317 5층 501, 502호 (관양동, 대한스마트타워)",34762870874,48948432105,34,연결재무제표 내용을 기재함,NA,NA,424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
에스제이엠,123700,자동차 신품 부품 제조업,자동차및산업용Bellows,2010-05-31,12월,김휘중 (단독 대표이사),NA,경기도,경기 안산시 단원구 목내동 401-5 (주)에스제이엠,경기 안산시 단원구 별망로459번길 20 (주)에스제이엠,80359487455,1.7401E+11,298,NA,NA,NA,425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
서진오토모티브,122690,자동차 신품 부품 제조업,"Clutch,Flywheel,Driveplate,Bearing,ATparts",2010-05-25,12월,고만윤,http://www.secoautomotive.com,경기도,경기 시흥시 정왕동 1280-9  (주)서진클러치,경기 시흥시 공단1대로 313 (주)서진클러치,1.72095E+11,2.22157E+11,271,NA,NA,NA,426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HL홀딩스,60980,기타 금융업,지주회사 및 경영컨설팅 서비스업,2010-05-19,12월,"김광헌, 김준범",http://hlholdings.co.kr,경기도,경기 용인시 기흥구 고매동 413-5,경기 용인시 기흥구 기흥단지로 46,8.44722E+11,2.04485E+12,284,NA,NA,NA,427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HLB테라퓨틱스,115450,기타 전문 도매업,"임베디드 GUI 미들웨어 FXUI-2D, FXUI-3D",2010-03-26,12월,안기홍,NA,경기도,경기 성남시 분당구 정자동 6 파크뷰오피스타워 22층,경기 성남시 분당구 정자일로 248 파크뷰오피스타워 22층,51021885000,2.15682E+11,92,NA,NA,NA,428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
이미지스,115610,반도체 제조업,"터치스크린칩, 햅틱칩",2010-02-26,12월,김정철,http://imagis.co.kr,경기도,경기 수원시 영통구 이의동 906-5 R&DB센터 3층,경기 수원시 영통구 광교로 105 경기도중소기업지원센터,16100184000,22336714000,44,NA,NA,NA,429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
하이소닉,106080,전자부품 제조업,휴대폰 카메라용 Auto Focus Actuator,2010-02-09,12월,박용직,http://www.hysonic.com,경기도,경기 안산시 상록구 사동 1271-11 경기테크노파크 알아이티센터 5층,경기 안산시 상록구 해안로 705 경기테크노파크 알아이티센터 5층,4994193000,16613185000,22,NA,NA,NA,430,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
모베이스,101330,통신 및 방송 장비 제조업,휴대전화 케이스,2010-02-04,12월,"손병준, 백승협(각자대표)",http://www.mobase.com,경기도,경기 화성시 영천동 142-5,경기 화성시 동탄첨단산업1로 73,13881554677,1.89956E+11,46,NA,NA,NA,431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
지역난방공사,71320,"증기, 냉·온수 및 공기조절 공급업","집단에너지공급 및 전기,증기 생산,판매",2010-01-29,12월,정용기,http://www.kdhc.co.kr,경기도,경기 성남시 분당구 분당동 186,경기 성남시 분당구 분당로 368,3.95363E+12,7.95975E+12,2158,NA,NA,NA,432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
락앤락,115390,플라스틱제품 제조업,플라스틱 밀폐용기,2010-01-28,12월,이영상,http://www.locknlock.com,경기도,경기 안성시 원곡면 지문리 771,경기 안성시 원곡면 만세로 1260,2.23836E+11,5.27818E+11,455,NA,NA,NA,433,87843,2021,안성시,경기도 안성시 원곡면,경기도 안성시 원곡면 지문리 771,경기도 안성시 원곡면 만세로  1260- ,17553,127.1415963,37.04406772,C,제조업(10~34),고무 및 플라스틱제품 제조업,플라스틱 제품 제조업,포장용 플라스틱제품 제조업,포장용 플라스틱 성형용기 제조업,22232
우리넷,115440,통신 및 방송 장비 제조업,"광전송장비(MSPP), 교환장비(AGW)",2010-01-27,12월,김광수(단독대표),http://www.woori-net.com,경기도,경기 안양시 동안구 관양동 881,경기 안양시 동안구 시민대로 353 우리넷,1.17392E+11,1.25854E+11,183,NA,NA,NA,434,550809,2021,안양시,경기도 동안구 관양2동,경기도 안양시 동안구 관양동 881,경기도 안양시 동안구 관양2동 시민대로  353- ,14057,126.9695306,37.39658228,C,제조업(10~34),"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",통신 및 방송장비 제조업,유선 통신장비 제조업,유선 통신장비 제조업,26410
코디,80530,기타 화학제품 제조업,화장품 및 용기 제조,2010-01-05,12월,김도연,http://www.kodi-s.com,경기도,경기 용인시 수지구 상현동 508-4 A동 3층,"경기 용인시 수지구 광교중앙로 338 A 3층303,304,308,309,310,315",59035000000,58577000000,174,NA,NA,NA,435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
메타케어,118000,기계장비 및 관련 물품 도매업,"의약품, 의료소모품, 의료기기 도매",2009-12-30,12월,이수진,http://www.meta-care.co.kr,경기도,경기 화성시 진안동 879-1,경기 화성시 병점중앙로 156,17256901978,1.18896E+11,22,NA,NA,NA,436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
위메이드,112040,소프트웨어 개발 및 공급업,"미르의전설2, 미르4",2009-12-18,12월,"Park, Kwan Ho",http://wemade.com,경기도,경기 성남시 분당구 삼평동 676 위메이드타워,경기 성남시 분당구 대왕판교로644번길 49 위메이드타워,3.17513E+11,5.32008E+11,611,NA,NA,NA,437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
휴맥스,115160,영상 및 음향기기 제조업,셋톱박스,2009-11-16,12월,정성민,http://kr.humaxdigital.com,경기도,경기 성남시 분당구 수내동 11-5 휴맥스빌리지,"경기 성남시 분당구 황새울로 216, 휴맥스빌리지",3.88643E+11,4.36337E+11,59,NA,NA,NA,438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AP헬스케어,109960,기타 전문 도매업,"모바일게임 퍼블리싱, 바이오의약품 연구개발업 및 판매, 생산설비 및 연구장비의 대여 및 판매",2009-11-13,12월,김정출,http://www.aprogen-hng.com,경기도,경기 성남시 중원구 상대원동 442-2  B1층,"경기 성남시 중원구 둔촌대로 545, B1층",16006600520,3.16557E+11,NA,"기업공시서식 작성기준에 따른 소규모 기업에 해당하여 본 항목의 기재를 생략
연결재무제표 내용을 기재함",NA,NA,439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
진매트릭스,109820,자연과학 및 공학 연구개발업,"B형간염치료제 내성진단,C형간염바이러스 유전형진단, 자궁경부암유발바이러스 유전형진단",2009-11-06,12월,김수옥,http://www.genematrix.net,경기도,경기 성남시 분당구 삼평동 694-1 코리아바이오파크 B동 7-8층,경기 성남시 분당구 대왕판교로 700 코리아 바이오 파크,9815000000,31354000000,65,NA,NA,NA,440,1184616,2021,성남시,경기도 성남시 분당구 삼평동,경기도 성남시 분당구 삼평동 694-1 코리아바이오파크 B동 B1호,경기도 성남시 분당구 삼평동 대왕판교로  700  코리아바이오파크 B B1 ,13488,127.1054633,37.40357684,L,부동산업(68),부동산업,부동산관련 서비스업,부동산 관리업,비주거용 부동산 관리업,68212
황금에스티,32560,1차 비철금속 제조업,"스테인레스 냉연, 열연",2009-10-29,12월,김종현,http://www.hwangkum.com,경기도,경기 안산시 단원구 성곡동 793-2,경기 안산시 단원구 엠티브이1로 25,1.54894E+11,3.01307E+11,124,NA,NA,NA,441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
아이앤씨,52860,반도체 제조업,지상파 DMB용 수신칩(모바일 TV용 SoC),2009-10-06,12월,박창일,http://www.inctech.co.kr,경기도,경기 성남시 분당구 삼평동 612-1 아이앤씨빌딩?,경기 성남시 분당구 판교로 255번길 24 아이앤씨빌딩?,63415796000,63323056000,99,NA,NA,NA,442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
케이엔더블유,105330,자동차 신품 부품 제조업,"Blanket, DOF, 보호필름",2009-09-29,12월,박현달,http://www.knwkorea.com,경기도,경기 파주시 문산읍 선유리 1373-6,경기 파주시 문산읍 돈유3로 51,24792000000,1.15793E+11,44,NA,NA,NA,443,1115959,2021,파주시,경기도 파주시 문산읍,경기도 파주시 문산읍 선유리 1373-6,경기도 파주시 문산읍 돈유3로  51- 문산첨단산업단지 5-1블럭,10832,126.8114106,37.86174589,C,제조업(10~34),"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",전자 부품 제조업,표시장치 제조업,기타 표시장치 제조업,26219
디에스케이,109740,특수 목적용 기계 제조업,"FPD(Flat Panel Display 평판디스플레이)용 Bonding System 및 In-line System, 카메라모듈장비, 이차전지장비, 메카트로닉스 사업군",2009-09-23,12월,"김태구, 김종원(각자대표)",http://www.dsk.co.kr,경기도,경기 안산시 상록구 사사동 119-39,경기 안산시 상록구 수인로 710,"66,565,487,099?","165,867,758,505?",130,NA,NA,NA,444,1392751,2021,안산시,경기도 안산시 상록구 반월동,경기도 안산시 상록구 사사동 119-39 2,경기도 안산시 상록구 반월동 수인로  710    2 ,15523,126.930153,37.29713028,C,제조업(10~34),기타 기계 및 장비 제조업,특수 목적용 기계 제조업,기타 특수 목적용 기계 제조업,인쇄 및 제책용 기계 제조업,29293
위메이드맥스,101730,소프트웨어 개발 및 공급업,실크로드 온라인,2009-06-03,12월,이길형,http://www.wemademax.com,경기도,경기 성남시 분당구 삼평동 676 코리아벤처타운,경기 성남시 분당구 대왕판교로644번길 49 위메이드타워 5층,69763645185,1.29896E+11,NA,"자산총액(별도) 1천억원 및 매출액 500억 미만의 소규모 기업으로서 기업공시서식 작성기준에 따라 본 항목을 기재하지 않음
연결재무제표 내용을 기재함",NA,NA,445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
